begin,end,leftContext,surface,rightContext,entityNum,entityLabel,entityGroup
11483,11504,"la, in Saragossa adelige Witwe","Lucilla, ihre Tochter","in Sevilla bei ihrer Tante, Fe",0,"transfer(""Figurentafel"", audience, parent_of(isabella, lucilla))",false
308107,308192,"chwiegen, wer die Pilger sind.","Was die Mädchen sagten, lautete wie Liebe, die sich
              selbst nicht traut.","LUCILLA.
            Und deine",1,"transfer(felix, [audience, lucilla], in_love_with([isidora, melanie], [ponce, aquilar]), suspicion)",false
308320,308338,"
          
            FELIX.",Brennen vor Liebe.,"LUCILLA.
            Bemerke, ",2,"transfer(felix, lucilla, in_love_with([ponce, aquilar], [isidora, melanie]))",false
105930,106016," nichts eigentlich; aber sieh,","er hat sich in Isidora, Felix' Schwester, verliebt, und
              in ein Brustbild",". Ich kam, um dich zu trösten,",3,"transfer(aquilar, [audience, valeria], in_love_with(ponce, ""Person auf Brustbild""))",false
36291,36336,"keit. Ihr habt keinen Begriff,","was es einen
              Verliebten ermüdet",", so ganz mutterselig allein i",5,"transfer(porporino, audience, in_love_with(porporino, valeria))",false
350335,350504,"       
            SARMIENTO.","Isidora, liebst du Ponce? Ponce, liebt Ihr Isidora?
            Stehen einander gegenüber, schlagen die Augen nieder, Ponce kniet – Isidora
                hebt ihn auf.","Melanie, liebst du Aquilar? Aq",6,"transfer(""Nebentext"", [audience, sarmiento, isabella, juanna, melanie, aquilar, felix, lucilla, valeria, valerio, porporino], engaged(ponce, isidora))",false
172676,172729,ehr – Die Tränen in den Augen.,"meines lieben Vaters
              Schwester zu sehen",".
          
          
      ",7,"transfer(isidora, audience, siblings(isabella, sarmiento))",false
166206,166239,d biete Euch meine Dienste an;,"ich heiße
              Flammetta",".
          
          
      ",8,"transfer(""Flammetta"", [melanie, isidora, valerio], identity(""schwarzes Mädchen"", ""Flammetta""))",false
302214,302307,"    Ihr habt recht, besonders,","da meine Freunde die Ungezogenheit hatten, sich hier als
              Pilger einzuschleichen",".
          
          
      ",9,"transfer(felix, isabella, identity(""flandrische Pilger"", Freunde von Felix))",false
188633,188849,"lebendig und sanfter geworden,","Euer Bild sei in seine Brust wie ein Funken in ein schönes Kunstfeuer gefallen, und
              tausend schöne Flammen loderten aus ihm empor, die alle alle Euren Namen in ihren
              hellen Zügen kreisten.","ISIDORA.
            Die arme ",10,"transfer(""Flammetta"", isidora, in_love_with(ponce, isidora))",false
341495,341512,"     Steigend. Ficht, Ponce! –",ich bin Porporino,"– ich sterbe hier – wo
       ",11,"transfer(""Ritter"", [audience, valeria, ponce], identity(""Ritter"", porporino))",false
13004,13052,"         
            VALERIA.","Nimmer, meiner Liebe zu dir wird nimmer ein Ende",", ich könnte mein Leben damit
",12,"transfer(valeria, [audience, ponce], in_love_with(valeria, ponce))",false
227405,227419,"nen, warum wir uns verstellen!","Sprich, Ponce!","PONCE.
            O, daß ich ",13,"transfer(aquilar, ""Arzt"", identity(""flandrischer Musikant"", ponce))",false
80103,80211,abt mich schon ganz erschöpft.,"Ihr kennt mich nicht, ich bin der Mercado,
              Kapitän bei der Kavallerie, und komme aus Flandern.","FELIX.
            Aus Flander",14,"transfer(sarmiento, felix, identity(""Unbekannter"", ""Kapitän der Kavallerie""))",false
229643,229663,"              schöne Jungfrau,",Melanie de Sarmiento,".
          
          
      ",15,"transfer(aquilar, [audience, ponce], identity(LOVER[AQUILAR], melanie))",false
346168,346227,"          
            VALERIA","tritt in die Mitte, nimmt den Helm ab, sie ist wieder weiß.","VALERIO.
            Jesus – V",16,"transfer(valeria, [ponce, valerio, isidora, melanie, isabella, porporino, felix, aquilar], identity(""Flammetta"", valeria))",false
11366,11388,"paceo, armer Bürger in Sevilla","Valeria, seine Tochter","Porporino, sein Findelsohn
   ",17,"transfer(""Figurentafel"", audience, parent_of(valerio, valeria))",false
206645,206665,r besser weggekommen als wir –,wir sind arme Pilger,", man hat uns
              ge",18,"transfer(aquilar, audience, identity(""arme Pilger"", [ponce, aquilar]))",false
43718,43808,"         Er ist sehr zärtlich,","es ist die Tochter der Witwe Domingos de las Torres, die in
              Saragossa wohnt.","Es ist ein gutes Mädchen, und ",19,"transfer(valerio, sarmiento, lovers(felix, DAUGHTER[ISABELLA]]))",false
349174,349198,"ier, Lucilla, ist dein Bruder:",Porporino ist mein Sohn!,"VALERIA.
            Euer Sohn",20,"transfer(sarmiento, [audience, porporino, ponce, aquilar, valeria, valerio, isabella, juanna, isidora, melanie, felix, lucilla], parent_of(sarmiento, porporino))",false
153577,153617,lagen. Wie! die Unterschrift –,"Porporino pinxit – ei, du feiner Schelm!","er rührt
              sich in",21,"transfer(""Unterschrift"", ponce, identity(""Maler und Schneider"", porporino))",false
188533,188540,"         
            VALERIA.",Valeria,"sagte mir, er sei ganz anders ",22,"transfer(""Flammetta"", isidora, identity(""armes Bürgermädchen"", valeria))",false
11112,11135," Gut, drei Stunden von Sevilla","Juanna, seine Schwester",", ihre Aufseherin
          
 ",23,"transfer(""Figurentafel"", audience, siblings(sarmiento, juanna))",false
346168,346227,"          
            VALERIA","tritt in die Mitte, nimmt den Helm ab, sie ist wieder weiß.","VALERIO.
            Jesus – V",24,"transfer(valeria, melanie, identity(""Juan"", aquilar))",false
220801,220832,"idora.
            O schweigt,",um meiner Liebe willen schweigt,", verschweigt mein Unglück!
  ",25,"transfer(""flandrischer Musikant"", [isidora, isabella, melanie], in_love_with(""flandrischer Musikant"", isidora))",false
105930,105980," nichts eigentlich; aber sieh,","er hat sich in Isidora, Felix' Schwester, verliebt",", und
              in ein Bru",26,"transfer(aquilar, valeria, in_love_with(ponce, isidora))",false
255067,255292,rrer Phantasie umher; ach mir!,"wie
              schön ist mir sein Leid, mich fleht er an um Hülfe für sein Herz – und wenn er an mir
              genesen könnte und nicht mehr träumte, daß ich seine Liebe sei, wer würde
                mich dann heilen?",– Was Ponce an jener armen Bür,27,"transfer(isidora, audience, in_love_with(isidora, ""Carlos""))",false
18095,18147,"e, Porporino sei in den Krieg,","weil ich ihn nicht mehr
              so sehr liebte",", nahm er den Spiegel, brachte",28,"transfer(valeria, [audience, ponce], in_love_with(valeria, porporino))",false
229361,229396,"us Moll, und du sollst wissen,","daß ich verliebt
              bin.","PONCE.
            In ein hone",29,"transfer(aquilar, [audience, ponce], in_love_with(aquilar, LOVER[AQUILAR]))",false
206379,206417,"       
            PORPORINO.",Ich bin der Arzt hier aus dem Schlosse,", und komme aus dem Walde, der",30,"transfer(porporino, [ponce, aquilar], identity(""Fremder"", ""Arzt""))",false
250849,250873,"bte ganz für ihn verloren ist,",die ihn nicht mehr liebt,". Seine
              traurige",31,"transfer(valeria, audience, !in_love_with(valeria, ponce))",false
206645,206665,r besser weggekommen als wir –,wir sind arme Pilger,", man hat uns
              ge",32,"transfer(aquilar, ponce, identity(""Fremde"", ""arme Pilger""))",false
248830,248879,"         
            ISIDORA.","Und jener, den du meinen nanntest – heiße Carlos.","MELANIE.
            So können",33,"transfer(isidora, [audience, melanie], has_name(""Flandrischer Pilger 2"", ""Carlos""))",false
117766,117788,"rs zu
              betreiben;",meine andere Schwester,", die von allem unterrichtet i",34,"transfer(sarmiento, audience, siblings(sarmiento, SIBLING[SARMIENTO]))",false
236612,236695,"         
            AQUILAR.","Hilf! Mädchen, hilf! Sieh, alles Liebesfeuer, was uns armen Jungen im Herzen brennt",",
              soll sich zu s",35,"transfer(aquilar, ""Flammetta"", in_love_with(aquilar, melanie))",false
305325,305355,d mit diesem Ponce errichtet –,diesen Bund habe ich gebrochen,", und
              auch Du so",36,"transfer(""Brief"", [lucilla, felix], !in_love_with(isidora, ponce))",false
