begin,end,leftContext,surface,rightContext,entityNum,entityLabel,entityGroup
229591,229666,"h auf Euch lastet, widerlegen,","Als wenn Ihr sie, die Ihr geliebt zu haben
              Beschuldigt werdet",", selbst enthaupten lasset.
  ",0,"transfer(burleigh, elisabeth, in_love_with(leicester, maria))",false
189715,189736,"
          
            MARIA.",Laßt mich! Raset Ihr?,"MORTIMER.
            Erzitter",1,"transfer(maria, [mortimer, audience], !in_love_with(maria, mortimer))",false
244607,244659,ich im echten Ehebett geboren!,"Sie unterschreibt mit einem raschen, festen Federzug",", läßt dann die Feder fallen,
",2,"transfer(""Unterschrift"", audience, murderer_of(elisabeth, maria))",false
38723,38761,"     In ehebrecherischem Bett,","die Heinrich,
              Ihr Vater,",selbst verwarf als Bastardtoch,3,"transfer(mortimer, audience, parent_of(""Heinrich"", elisabeth))",false
212638,212713,d sollt ich ihm nicht glauben?,"In den Schwüren
              Der treusten Liebe einen Fallstrick fürchten?","Wem darf ich traun, wenn er mi",4,"transfer(elisabeth, burleigh, in_love_with(leicester, elisabeth), uncertain))",false
211292,211325,u dir in dein himmlisch Leben!,Er durchsticht sich mit dem Dolch,und fällt der Wache in die Arm,5,"transfer(""durchsticht-sich"", [audience, leicester, offizier], murderer_of(mortimer, mortimer))",false
256951,257045,"          
            MELVIL.","Nahm sie die Todespost mit Fassung auf?
              Man sagt, daß sie nicht vorbereitet war.","KENNEDY.
            
        ",6,"transfer(melvil, audience,knowledge(maria, murderer_of(elisabeth, maria)))",false
227035,227223,"en ihn hierauf in Wut geraten,","Den Dolch ziehn, unter heftiger Verwünschung
              Der Königin, und eh wirs hindern konnten,
              Ihn in die Brust sich stoßen, daß er tot
              Zu Boden stürzte –","LEICESTER.
            
      ",7,"transfer(offizier, [burleigh, elisabeth], murderer_of(mortimer, mortimer))",false
225378,225405,"eitelt, sich entlarvt zu sehn,",Gab er sich selbst den Tod!,"ELISABETH.
            
      ",8,"transfer(leicester, [burleigh, elisabeth], murderer_of(mortimer, mortimer))",false
22720,22730,em leichtbedeckten Grab empor!,Des Gatten,"rachefoderndes Gespenst
      ",9,"transfer(maria, audience, ex-spouse(""Lord Darnley"", maria))",false
