begin,end,leftContext,surface,rightContext,entityNum,entityLabel,entityGroup
1046,1093,"          
            Helene,","Martha,
            Krause’s Töchter erster Ehe","Hoffmann, Ingenieur, verheirat",0,"transfer(""Figurentafel"", audience, parent_of(bauer_krause, ""Martha""))",false
176214,176334,"     
        
          Loth.","„und werde nur Dich allein Zeit meines Lebens lieben,“ und das ist wahr, so wahr ich
            ein ehrlicher Mann bin.","Helene
          freudig.
    ",1,"transfer(loth, [audience, helene], in_love_with(loth, helene))",false
209599,209666,"ck in seine
            Augen.",Es ist also wirklich etwas im Gange zwischen Dir und Helene Krause?,"Loth.
          Ich? – Wer hat",2,"transfer(dr_schimmelpfennig, [audience, loth], knowledge(dr_schimmelpfennig, lovers(loth, helene)))",false
105191,105340," todtbleich, aber noch fester.","Die Magd bleibt aber doch, sonst ... sonst bring ich’s herum! Mit Kahl
            Wilhelm, Du! Dein Vetter ... mein Bräut’jam ... Ich bring’s herum.","Frau Krause
          mit wank",3,"transfer(helene, loth, nephew_of(kahl, frau_krause))",false
130815,130920," 
        
          Hoffmann.","Wenn Du selbst darauf kommst, ja! – Ich dachte in der That an Deine Verlobung mit Anna
            Faber.","Loth.
          Die ging ausei",4,"transfer(hoffmann, [audience, helene], ex-fiance_of(""Anna Faber"", loth))",false
1026,1093,"Frau Krause, seine zweite Frau","Helene,
            Martha,
            Krause’s Töchter erster Ehe","Hoffmann, Ingenieur, verheirat",5,"transfer(""Figurentafel"", audience, parent_of(bauer_krause, helene))",false
152750,153112,egung. Mühsam hervorstammelnd.,"Auch noch mehr w–ollte ich Ihnen ... Ihnen sagen, nämlich ... näm–lich, daß – ich Sie
            sehr hoch–achte und – verehre – wie ich bis jetzt .... bis jetzt noch – keinen Mann
            ...., daß ich Ihnen – vertraue, – daß ich be–reit bin, das ..... das zu beweisen – daß
            ich – etwas für – Dich, Sie fühle ... Sinkt ohnmächtig in seine Arme.","Loth.
          Helene!
      ",6,"transfer(helene, [audience, loth], in_love_with(helene, loth))",false
1115,1159,"   Krause’s Töchter erster Ehe","Hoffmann, Ingenieur, verheirathet mit Martha","Wilhelm Kahl, Neffe der Frau K",7,"transfer(""Figurentafel"", audience, spouses(hoffmann, ""Martha""))",false
104916,104980,"n will ich dem Vater erzählen,","daß Du mit Kahl Wilhelm die Nächte ebenso
            verbringst",".
        
        
          ",8,"transfer(helene, [audience, loth, frau_spiller], lovers(kahl, frau_krause))",false
1170,1205,"nieur, verheirathet mit Martha","Wilhelm Kahl, Neffe der Frau Krause","Frau Spiller, Gesellschafterin",9,"transfer(""Figurentafel"", audience, nephew_of(kahl, frau_krause))",false
79901,79927," trägt eine brennende Laterne.","Guda Murja, Voater Beibst.","Beibst
          brummt.
     ",10,"transfer(guste, audience, parent_of(beibst, guste))",false
168311,168947,"erlangen Sie
            .....","Loth legt nochmals seinen Arm um sie, zieht sie fester an sich. Anfangs sträubt sie
          sich ein wenig, dann giebt sie sich drein und blickt nun mit freier Glückseligkeit in
          Loth’s glücktrunkenes Gesicht, das sich über das ihre beugt. Unversehens, aus einer
          gewissen Schüchternheit heraus küßt sie ihn zuerst auf den Mund. Beide werden roth, dann
          giebt Loth ihr den Kuß zurück; lang, innig, fest drückt sich sein Mund auf den ihren. Ein
          Geben und Nehmen von Küssen ist eine Zeit hindurch die einzige Unterhaltung – stumm und
          beredt zugleich – der beiden. Loth spricht dann zuerst.","Loth.
          Lene, nicht? L",11,"""Papierkorb""",false
112858,112899,"e ehebrecherische Stiefmutter,",die mich an ihren Galan verkuppeln möchte,".. Dieses
            ganze Da",12,"transfer(helene, hoffmann, lovers(kahl, frau_krause))",false
972,1002,"    Krause, Bauerngutsbesitzer","Frau Krause, seine zweite Frau","Helene,
            Martha,
  ",13,"transfer(""Figurentafel"", audience, spouses(bauer_krause, frau_krause))",false
1066,1093,"   Helene,
            Martha,",Krause’s Töchter erster Ehe,"Hoffmann, Ingenieur, verheirat",14,"transfer(""Figurentafel"", audience, stepparent_of(frau_krause, helene))",false
32248,32298,Ich komme gleich heraus. Loth!,"es ist meine Schwägerin Helene
            Krause!",Und Schwägerin! es ist mein Fr,15,"transfer(hoffmann, loth, sister_in_law(helene, hoffmann))",false
42379,42455,sch Kinder! Fehlt noch Jemand?,"Ach, die Schwiegermama. Miele! bitten Sie Frau
            Krause zu Tische.",Miele ab durch die Mittelthür.,16,"transfer(hoffmann, loth, mother_in_law(frau_krause, hoffmann))",false
