begin,end,leftContext,surface,rightContext,entityNum,entityLabel,entityGroup
5175,5223,"nen alten Lieblingswunsch, daß","mein Neffe, der
              junge Graf Leonard",", der soeben von Reisen zurück",0,"transfer(""Präsident"", [fleder, audience], niece:nephew_of(leonard, ""Präsident""))",false
26786,26812,"ige unter dem Arme, tritt auf.",Was! sind Sie nicht Flitt?,"–
          
          
      ",1,"transfer(leonard, schlender, !identity(leonard, fitt))",false
432,456,"Gärtner, im Dienste der Gräfin","Marie, Friedmanns Nichte","Knoll, ein Weinschenk
        ",2,"transfer(""Figurentafel"", audience, niece:nephew_of(marie, friedmann))",false
144392,144397,"            zögernd und leise.",Ja! –,"LEONARD
            rasch aufs",3,"transfer(adele, [flora, victor, leonard, friedmann, fleder], engaged(adele, leonard))",false
144970,145296,"          
            VICTOR.","Da mag der Teufel Junggeselle bleiben!
            Er hebt Flora hoch auf seinen Arm.
            
              Wild warst du stets, und Wild gehört für Jäger!
              Hier ist der Jäger in das Wild geschossen,
              Ich bin just recht im Schuß – Hoch, lust'ge Braut!
            
            Er trägt sie fort.","FRIEDMANN
            schreit.",4,"transfer(victor, [flora, fleder, leonard, friedmann, adele], engaged(victor, flora))",false
47968,47986," 
          
            ADELE",auf Flora zeigend.,Sie steht eben im ersten April,5,"transfer(adele, [flitt, fleder, audience], identity(adele, ""Kammerzofe""))",false
15514,15562,"f der Geige, wie du weißt, und","ich bin ein
              reisender Schauspieler","; meiner Treu, wir wollen unse",6,"transfer(flitt, [knoll, audience], schlender, identity(flitt, ""Reisender Schauspieler""))",false
111550,111580," Zimmer im Hause des Gärtners.","Flora, als Offizier verkleidet",", sitzt auf einem
            ",7,"transfer(""Flora verkleidet sich"", [audience, marie], identity(flora, ""Offizier""))",false
37749,37802," ein, um die Gräfin zu freien,","Graf Leonard, ein Neffe des
              Präsidenten",", als reisender Schauspieler, ",8,"transfer(flora, victor, niece:nephew(leonard, ""Präsident""))",false
38281,38348,"iegenheit der Gräfin Jolanthe,",und die versiegelte es noch einmal und schickte es an unsre Gräfin.,"VICTOR.
            Und was sa",9,"transfer(flora, victor, transfer(""Gräfin Jolanthe"", adele, identity(leonard, ""Reisender Schauspieler""), lie))",false
