begin,end,leftContext,surface,rightContext,entityNum,entityLabel,entityGroup
42848,42897,"TELLA
          zu den Wänden.",Er ist wieder da! Seht ihr ihn? Er ist wieder da!,"Vor das Gemälde einer Venus
  ",0,"transfer(stella, audience, identity(""Offizier"", fernando))",false
24951,24963,"er; und mir ist's nicht bange,",meine Mutter,"zu ernähren.
        
        ",1,"transfer(lucie, fernando, parent_of(PARENT_OF[LUCIE], madame_sommer_bzw_caecilie))",false
5355,5366,"; die
            ersten Jahre",unserer Ehe,"! Damals hatte alles den Reiz ",2,"transfer(madame_sommer_bzw_caecilie, audience, spouses(madame_sommer_bzw_caecilie, PARENT_OF[LUCIE]))",false
36833,36916,"     
          MADAME SOMMER.","Sie hatten ein Kind?
        
        
          STELLA.
          Ja, meine Beste!","O Gott, du hattest mir diese S",3,"transfer(stella, madame_sommer_bzw_caecilie, child_of(CHILD_OF[STELLA], stella), already-known)",false
12451,12469,lter Betrübnis genug erfahren.,Sie hatte ein Kind,"; es starb ihr bald;
         ",4,"transfer(postmeisterin, [madame_sommer_bzw_caecilie, lucie, audience], child_of(CHILD_OF[BARONESSE], ""Baronesse""))",false
41541,41552," Das ist mein Gemahl! – Es ist",dein Vater!,"LUCIE.
          Mutter! beste",5,"transfer(madame_sommer_bzw_caecilie, [audience, lucie], identity(PARENT[LUCIE], fernando), suspicion)",false
66522,66538," 
        
          FERNANDO.",O meine Tochter!,"LUCIE.
          Lieber, beste",6,"transfer(fernando, lucie, identity(PARENT_OF[LUCIE], fernando))",false
44224,44399," 
        
          FERNANDO.","Erquickung! Erquickung! – Hier, wo du atmest, schwebt alles in genüglichem, jungem
            Leben. Lieb und bleibende Treue würden hier den ausgedorrten Vagabunden fesseln.","STELLA.
          Schwärmer!
 ",7,"transfer(fernando, stella, in_love_with(fernando, stella))",false
80125,80156," 
        
          FERNANDO.",Und dieses Weib ist meine Frau!,"–
        
        
          ",8,"transfer(fernando, stella, spouses(fernando, madame_sommer_bzw_caecilie))",false
80297,80331," 
        
          FERNANDO.",Und das Mädchen ist meine Tochter!,"Stella! Er bemerkt erst, daß s",9,"transfer(fernando, stella, child_of(fernando, madame_sommer_bzw_caecilie))",false
7365,7392,"     
          POSTMEISTERIN.","Meine Stieftochter, Madame!","aber da sie so brav ist, erset",10,"transfer(postmeisterin, [madame_sommer_bzw_caecilie, audience], step-chil_of(annchen, postmeisterin))",false
51742,51847,"
        
          VERWALTER.","Ihre Gemahlin? Ihre Tochter?
        
        
          FERNANDO.
          Ich habe sie nicht gefunden.",Ich traute mich selbst nicht i,11,"transfer(fernando, audience, child_of(CHILD_OF[FERNANDO], fernando))",false
60349,60358,"    Nichts ist bleibend – Ach,",er liebte,mich! liebte mich so gewiß als,12,"transfer(madame_sommer_bzw_caecilie, [audience, fernando], in_love_with(LOVER[MADAME_SOMMER_BZW_CAECILIE], madame_sommer_bzw_caecilie))",false
79776,79794,ir alles bist! Stella! – Kalt.,Ich verlasse dich!,"STELLA
          verwirrt läch",13,"transfer(fernando, [stella, audience], !in_love_with(fernando, stella))",false
51742,51756,"
        
          VERWALTER.",Ihre Gemahlin?,"Ihre Tochter?
        
       ",14,"transfer(verwalter, audience, spouses(SPOUSE[FERNANDO], fernando))",false
37294,37298,"! So groß, denk ich, wär meine",Mina,"! Ich heb es ängstlich liebend",15,"transfer(stella, [audience, madame_sommer_bzw_caecilie, lucie], has_name(CHILD[STELLA], ""Mina""))",false
53318,53358,nere mich noch an alles genau:,wie wir Cäcilien so liebenswürdig fanden,", uns ihr aufdrangen, unsere j",16,"transfer(verwalter, audience, spouses(fernando, madame_sommer_bzw_caecilie), suspicion)",false
27000,28024,"   
        
          STELLA.","Ich kann sie kaum erwarten. Was das für ein Wünschen, ein Hoffen ist, bis so ein neues
            Kleid ankommt! Stella! du bist ein Kind. Und warum soll ich nicht lieben? – Ich brauche
            viel, viel, um dies Herz auszufüllen! – Viel? Arme Stella? Viel? – Sonst, da er dich
            noch liebte, noch in deinem Schoße lag, füllte sein Blick deine ganze Seele; und – o
            Gott im Himmel! dein Ratschluß ist unerforschlich. Wenn ich von seinen Küssen meine
            Augen zu dir hinauf wendete, mein Herz an dem seinen glühte, und ich mit bebenden Lippen
            seine große Seele in mich trank, und ich dann mit Wonnetränen zu dir hinaufsah, und aus
            vollem Herzen zu dir sprach: Laß uns glücklich, Vater! du hast uns so glücklich gemacht!
            – Es war dein Wille nicht – Sie fällt einen Augenblick in Nachdenken, fährt dann
              schnell auf und druckt ihre Hände ans Herz. Nein, Fernando, nein, das war kein
            Vorwurf!
          Madame Sommer, Lucie kommen.","STELLA.
          Ich habe sie",17,"transfer(stella, audience, identity(""Baronesse"", stella))",false
10949,10968,"ichts von ihm.
            Und",sie hat ihn geliebt,über alles. Mein Mann konnte n,18,"transfer(postmeisterin, [madame_sommer_bzw_caecilie, lucie, audience], in_love_with(""Baronesse"", SPOUSE[BARONESSE]))",false
39605,39764,"    
        
          LUCIE.","Ich muß Ihnen sagen, heut aß ich drüben mit einem Offizier im Posthause, der diesem
            Herrn gleicht – O er ist es selbst! ich will mein Leben wetten.","STELLA.
          Heute? Du be",19,"transfer(lucie, stella, identity(""Offizier"", SPOUSES[STELLA]), suspicion)",false
65716,65782,ütiger Himmel! wieviel Freude!,"Sollte das
            liebenswürdige Geschöpf meine Tochter sein?",– – Ich habe dich aufgesucht ü,20,"transfer(fernando, audience, parent_of(fernando, lucie), suspicion)",false
5218,5228,"e ganz anders war's damals, da",dein Vater,noch mit mir reiste: da wir di,21,"transfer(madame_sommer_bzw_caecilie, audience, parent_of(PARENT_OF[LUCIE], lucie))",false
27819,27985,"   – Es war dein Wille nicht –","Sie fällt einen Augenblick in Nachdenken, fährt dann
              schnell auf und druckt ihre Hände ans Herz. Nein, Fernando, nein, das war kein
            Vorwurf!","Madame Sommer, Lucie kommen.
 ",22,"transfer(stella, audience, identity(SPOUSES[STELLA], fernando), suspicion) ",false
63687,63697,"ANDO
          zu ihren Füßen.",Ich bin's!,"MADAME SOMMER
          mit ei",23,"transfer(fernando, madame_sommer_bzw_caecilie, identity(PARENT_OF[LUCIE], fernando))",false
43637,43651,"   
        
          STELLA.",O du Einziger!,"FERNANDO.
          Stella! la",24,"transfer(stella, fernando, in_love_with(stella, fernando))",false
