begin,end,leftContext,surface,rightContext,entityNum,entityLabel,entityGroup
100798,100865,"AVIAN
          sehr bestimmt.","Die Fräulein, kurz und gut,
            die Fräulein mag Ihn nicht.","DER BARON
          gemütlich.",0,"transfer(octavian, der_baron, !in_love_with(sophie, der_baron))",false
13219,13461,bt Er denn? Wo steckt Er denn?,"OCTAVIAN
          in einem Frauenrock und Jäckchen, das Haar mit einem Schnupftuch und einem Bande,
            wie in einem Häubchen, tritt hervor, knixt.
          Befehln fürstli' Gnadn, i bin halt noch nit recht lang in fürstli'n Dienst.","MARSCHALLIN.
          
      ",1,"transfer(""Octavian verkleidet sich"", marschallin, identity(octavian, ""kammerzofe""))",false
103529,103550," respektiert,
             und",wär Er nicht verwandt,", es wär mir jetzo schwer,
   ",2,"transfer(der_baron, audience, relatives(der_baron, octavian))",false
6884,6893," 
        
          OCTAVIAN.",Bichette!,"MARSCHALLIN.
          Quin-qu",3,"transfer(octavian, audience, has_name(marschallin, ""Bichette""))",false
176264,176317,"      sehr betreten, für sich.","Was drum und dran hängt, ist mit dieser Stund vorbei.","DER BARON
          für sich, ",4,"transfer(sophie, der_baron, !engaged(sophie, der_baron))",false
157921,157979,"   
            Meine Tochter?","Da der Fetzen
            gibt sich für meine Tochter aus?","DER BARON
          gezwungen ",5,"transfer(faninal, kommissar, !child_of(kammerzofe, faninal))",false
75127,75137,"IAN.
          Sie kennt mich,",ma cousine,"?
        
        
          ",6,"transfer(octavian, audience, cousins(octavian, sophie))",false
153872,153928,"        Werd nicht manquieren.","Ist die Jungfer Faninal
            Sophia, Anna Barbara",", eheliche Tochter
           ",7,"transfer(der_baron, komissarius, identity(kammerzofe, sophie), lie)",false
108486,108624,"  ANNINA
          auf sie zu.","Der junge Kavalier
            und die Fräuln Braut, verstehts?
            waren im geheimen
            schon recht vertraut, verstehts?",Valzacchi und der Almosenier z,8,"transfer(annina, die_lerchenauischen, in_love_with(octavian, sophie))",false
153930,153994,"         Sophia, Anna Barbara,","eheliche Tochter
            des wohlgeborenen Herrn von Faninal",",
            wohnhaft am Hof ",9,"transfer(der_baron, komissarius, child_of(sophie, faninal))",false
140165,140252,d er nähert sich ihr zärtlich.,"Da meint er wieder das Gesicht Octavians ganz
            nahe dem seinigen zu erkennen",", und er fährt abermals zurück",10,"transfer(octavian, der_baron, identity(kammerzofe, octavian), suspicion))",false
180778,180805," 
        
          OCTAVIAN.",Ich hab Sie übermäßig lieb.,"SOPHIE.
          
           ",11,"transfer(octavian, sophie, in_love_with(octavian, sophie))",false
