begin,end,begin_segment,end_segment,begin_line,end_line,leftContext,surface,rightContext,entityNum,entityLabel,entityGroup
82994,83010,Fünfter Auftritt,Fünfter Auftritt,-1,-1,A.            Guelfo! Guelfo!,Lassen Sie mich!,"Heda!                    ",0,"transfer(camilla, guelfo, !in_love_with(camilla, guelfo))",false
71323,71345,Dritter Auftritt,Dritter Auftritt,-1,-1,"          dazwischen vor sich.",Er meint meine Tochter,", und hat recht. Wischt sich d",1,"transfer(alter_guelfo, [camilla, audience], child_of(alter_guelfo, DAUGHTER_OF[ALTER_GUELFO]))",false
200,215,Personen.,Personen.,-1,-1,"onen.          Guelfo, Vater.","Amalia, Mutter.","Ferdinando,            Guelfo",2,"transfer(""Figurentafel"", audience, parent_of(amalia, [guelfo, ferdinando])) ",false
82906,82921,Fünfter Auftritt,Fünfter Auftritt,-1,-1,"! – Camilla! Camilla! Camilla!",Küßt sie heftig,".                        ",3,"transfer(""Kuss"", camilla, in_love_with(guelfo, camilla))",false
73803,73910,Vierter Auftritt,Vierter Auftritt,-1,-1,iebe und der guten Menschheit.,"Ja, meine Juliette! Hier              war's, wo ich der Liebe weinte; hier ist's, wo ich der Liebe sterbe.",Ha! und war's              ni,4,"transfer(grimaldi, audience, in_love_with(grimaldi, ""Juliette""))",false
7624,7695,Erster Auftritt,Erster Auftritt,-1,-1,", die der rauhe Guelfo liebte,","die der süße,              empfindsame, kluge Ferdinando wegschnappte.","Ein herrliches Geschöpf, die C",5,"transfer(grimaldi, audience, couple(ferdinando, camilla))",false
175,189,Personen.,Personen.,-1,-1,"                 Personen.","Guelfo, Vater.","Amalia, Mutter.            ",6,"transfer(""Figurentafel"", audience, parent_of(alter_guelfo, [guelfo, ferdinando]))",false
19692,19725,Zweiter Auftritt,Zweiter Auftritt,-1,-1,t mir's.              Guelfo!,Du bist Ferdinandos Bruder nicht.,Ha! Wie kamst du unter das Ges,7,"transfer(grimaldi, guelfo, !siblings(guelfo, ferdinando), suspicion)",false
22543,22613,Zweiter Auftritt,Zweiter Auftritt,-1,-1,"                   GRIMALDI.",Du bist des alten Guelfos Sohn nicht. Du bist außer dem Bette gezeugt.,Hat er einen              Zug,8,"transfer(grimaldi, guelfo, !child_of(guelfo, alter_guelfo), suspicion)",false
83934,83977,Sechster Auftritt,Sechster Auftritt,-1,-1,.            Glaub ihr nicht!,"Ich küßte sie – sieh, da stehn meine Küsse!","Vier Küsse drückt ich        ",9,"transfer(guelfo, ferdinando, in_love_with(guelfo, camilla))",false
39380,39419,Vierter Auftritt,Vierter Auftritt,-1,-1,"       dir ab – schwör dir ab,","ich bin dein Sohn nicht, grauer Guelfo!","bin dein Sohn nicht,         ",10,"transfer(guelfo, [alter_guelfo, amalia, audience], !parent_of(alter_guelfo, guelfo), suspicion)",false
43920,43936,Vierter Auftritt,Vierter Auftritt,-1,-1,r kömmt in einer halben Stunde,mit seiner Braut,"; er gibt sie dir. Guelfo, fre",11,"transfer(alter_guelfo, [guelfo, audience], engaged(ferdinando, camilla))",false
39420,39468,Vierter Auftritt,Vierter Auftritt,-1,-1,"ein Sohn nicht, grauer Guelfo!","bin dein Sohn nicht,              sanftes Weib!",Nun dann! ich ziehe mein Schwe,12,"transfer(guelfo, [amalia, alter_guelfo, audience], !parent_of(amalia, guelfo), suspicion)",false
7586,7622,Erster Auftritt,Erster Auftritt,-1,-1,"     Guelfo! Guelfo! faß dich!","Camilla, die der rauhe Guelfo liebte",", die der süße,              ",13,"transfer(grimaldi, audience, in_love_with(guelfo, camilla))",false
73747,73776,Vierter Auftritt,Vierter Auftritt,-1,-1,d verband's;              und,ich bekam einen Kuß der Liebe,"und der guten Menschheit. Ja, ",14,"transfer(grimaldi, audience, in_love_with(""Juliette"", grimaldi))",false
