begin,end,leftContext,surface,rightContext,entityNum,entityLabel,entityGroup
155217,155275,nen zu erhalten gesuchet habe.,"Ich bin diesen Augenblick mit
              ihr vermählet.",List und Liebe haben alle Ihre,0,"transfer(karl, [audience, robert, willhelm], spouses(lucie, karl))",false
45928,45952,"          Nebenbuhlerin darum?","Ich weiß, Karl liebt sie",", nur die Hoffnung zu mir mach",1,"transfer(amalie, audience, in_love_with(karl, lucie))",false
209460,209526,"
          
            LUCIE.",Ihre Schwester! Ha! Lucie selbst weiß ihre Laster noch nicht alle.,"Fürchterliche
              Du",2,"transfer(lucie, audience, siblings(lucie, karl), suspicion)",false
92015,92249,"ht
              gleichgültig.","Aber ich schwöre Ihnen, ich empfand von dem Augenblicke an, da ich Ihre
              und meine Pflichten kennenlernete, nichts als Freundschaft. Ich biete Ihnen heute
              diese Freundschaft noch einmal an. Wollen Sie diese?","KARL.
            Sagen Sie me",3,"transfer(amalie, [audience, karl], !in_love_with(amalie, karl))",false
6640,6651,"onst
              lieben, als",meinen Sohn,"?
          
          
      ",4,"transfer(willhelm, audience, parent_of(willhelm, karl))",false
215400,215466,ls Ihren Gemahl lieben können.,"Sie sind des
              Sir Willhelms leibliche Tochter, Lucie.","Lucie und Amalie, beide in der",5,"transfer(robert, [karl, lucie, amalie, betty, audience], identity(PARENT-1, wilhelm))",false
107337,107366," 
          
            KARL.","Ewig der Ihrige, meine Lucie.","Sie gehen ab.
          
     ",6,"transfer(karl, [betty, amalie, lucie], in_love_with(karl, lucie))",false
104086,104149," 
          
            KARL.","Für Lucien, die ich anbete, die ich mehr als meine Seele liebe.","LUCIE.
            Sie mich li",7,"transfer(karl, [audience, lucie], in_love_with(karl, lucie))",false
208059,208745,"
          
            LUCIE.","Ruchloser! Sie wissen meine Laster, meine Schande, und Sie verdoppeln noch die
              Ihrigen durch Ihre Zärtlichkeiten? Was zögern Sie? Tun Sie die einzige gute Tat, die
              Sie in Ihrem Leben können getan haben.  Stoßen Sie den Dolch in diese
              Brust, die Sie durch Ihre verfluchte Liebe zu einer Wohnung der schwärzesten Laster
              und der Qual dieser Laster gemachet haben. Hören Sie die Stimme Ihres Vaters, diese
              Stimme, die Rache wider mich verlanget, wenn Sie meine Bitte nicht hören wollen. Nur
              unter dieser einzigen Bedingung verzeihe ich Ihnen die Grausamkeiten, die Sie an mir
              ausgeübet haben.","KARL.
            Ein einziger",8,"transfer(lucie, karl, child_of(lucie, willhelm), suspicion)",false
120001,120034,"tig sein
              können?",Mein Herz verdienet Amalien nicht,. Lassen Sie es der armen Luci,9,"transfer(karl, [willhelm, robert], !in_love_with(karl, amalie))",false
74937,74980,"             Lucie Sie liebet,","er weiß, daß Sie Lucien nicht wieder lieben",", daß Ihr ganzes Herz
        ",10,"transfer(robert, karl, knowledge(willhelm, !in_love_with(karl, lucie)))",false
78654,78680,rzeiht deiner Unverschämtheit.,"Wisse, Amalie liebet mich.","Nur noch eine kleine Zeit, so ",11,"transfer(karl, jakob, in_love_with(amalie, karl))",false
74982,75033,"ie Lucien nicht wieder lieben,","daß Ihr ganzes Herz
              meiner Amalie ist",. Ihre ganze Aufführung verdie,12,"transfer(robert, karl, knowledge(willhelm, in_love_with(karl, amalie)))",false
211610,211655,"für dich, wenn es Bosheit ist?","Aber
              wie, wenn es Wahrheit wäre","? Unsinnige Furcht! sie kann, ",13,"transfer(karl, audience, siblings(karl, lucie), suspicion)",false
21870,21908,k aus dem Munde seines Vaters.,Er hat eine Gemahlin für ihn bestimmt.,"Gott!
              was wird L",14,"transfer(lucie, betty, engaged(karl, FIANCEE[KARL]))",false
46543,46595,".
          
            KARL.","Was sagst du, Jakob? daß ich Lucien verlieren würde?","JAKOB.
            Daß Sie sol",15,"transfer(karl, jakob, !couple(karl, lucie))",false
13636,13663," erweisen zu dürfen? Ich weiß,",Sie sind mein andrer Vater.,"Aber vergeben Sie, die Natur
 ",16,"transfer(lucie, [wilhelm, audience], fosterparent_of(wilhelm, lucie))",false
2465,2493,"     Wie? der Name derjenigen,",die alle deine Liebe besitzt,"? die dir ebensoviel Liebe
   ",17,"transfer(robert, audience, in_love_with(willhelm, lucie))",false
74885,74935," Vater falsch. Hören Sie mich.","Ihr Vater weiß, daß
              Lucie Sie liebet",", er weiß, daß Sie Lucien nich",18,"transfer(robert, karl, knowledge(willhelm, in_love_with(lucie, karl)))",false
98465,98541," allein noch für Lucien übrig.","Amalie liebt Karln. Sie hat ihm bereits ihre Hand
              versprochen.","Ich habe es diesen Augenblick ",19,"transfer(lucie, [audience, betty], transfer(robert, lucie, in_love_with(amalie, karl)))",false
69929,69946," freue dich mit mir, Willhelm,",Amalie liebet ihn,".
          
          
      ",20,"transfer(robert, willhelm, in_love_with(amalie, karl))",false
96913,96942,"eufzet, fühle ich Elende noch,",daß ich ihn ewig lieben werde,", und
              weil ich i",21,"transfer(lucie, amalie, in_love_with(lucie, karl), already-known)",false
78708,78788,"ch. Nur noch eine kleine Zeit,","so wird sie auf ihren Gemahl,
              auf ihren Karl Southwell stolz sein.","Sagete ich nicht, daß ich Sieg",22,"transfer(karl, jakob, engaged(amalie, karl))",false
169648,169730,"
          
            BETTY.","Der alte Southwell? in Sie verliebet? Wirklich, Fräulein, ich würde lachen müssen,",wenn unsere Umstände weniger g,23,"transfer(lucie, betty, !in_love_with(willhelm, lucie))",false
189960,190030,ter an meine Brust zu drücken?,"Umarme deinen Vater, meine einzige, meine
              wahre Tochter!","– Ach, der Schmerz dringt nähe",24,"transfer(willhelm, [audience, lucie], identity(PARENT-1, willhelm), suspicion)",false
35238,35365,"
          
            LUCIE.","Geh! Bösewicht, und die Rache des Himmels und meine Flüche werden dich auf jedem
              deiner Wege zu begleiten wissen!","BETTY.
            Wahrhaftig,",25,"transfer(lucie, [karl, betty, audience], !in_love_with(lucie, karl))",false
65971,66003,e hat ältere Rechte auf Karln.,"Sie liebete ihn, eh ich ihn sah.","Sie liebet ihn so stark, als i",26,"transfer(amalie, robert, in_love_with(lucie, karl))",false
65243,65333,"er
              Freundschaft,","der Gerechtigkeit selbst bringen darf. Karls Herz kann nimmermehr mein
              sein.","ROBERT.
            Was für Du",27,"transfer(amalie, [audience, robert], !in_love_with(karl, amalie))",false
