begin,end,begin_segment,end_segment,begin_line,end_line,leftContext,surface,rightContext,entityNum,entityLabel,entityGroup
75041,75078,,,-1,-1,"te dein Gemüt so häßlich sein,","Da du doch Agnes, Agnes lieben kannst","!                        ",0,"transfer(ottokar, audience, in_love_with(johann, agnes))",false
255,269,Personen.,Personen.,-1,-1,"e Rossitz.          Eustache,",seine Gemahlin,".          Ottokar, ihr Sohn.",1,"transfer(""Figurentafel"", audience, spouses(eustache, rupert))",false
548,560,Personen.,Personen.,-1,-1,"der Eustache.          Agnes,",ihre Tochter,.          Jeronimus von Schr,2,"transfer(""Figurentafel"", audience, child_of(agnes, sylvester))",false
548,560,Personen.,Personen.,-1,-1,"der Eustache.          Agnes,",ihre Tochter,.          Jeronimus von Schr,3,"transfer(""Figurentafel"", audience, child_of(agnes, gertrude))",false
318,342,Personen.,Personen.,-1,-1,"r, ihr Sohn.          Johann,",Ruperts natürlicher Sohn,".          Sylvius, Graf von ",4,"transfer(""Figurentafel"", audience, child_of(johann, rupert))",false
432,441,Personen.,Personen.,-1,-1," Warwand.          Sylvester,",sein Sohn,", regierender Graf.          ",5,"transfer(""Figurentafel"", audience, child_of(sylvester, sylvius))",false
123641,123700,,,-1,-1,"                     AGNES.","Ganz deine, in der grenzenlosesten              Bedeutung.","OTTOKAR.                   ",6,"transfer(agnes, [ottokar, audience], in_love_with(agnes, ottokar))",false
156173,156215,,,-1,-1,"das Mädchen ihm nicht weigert,",Obschon von ihrer Lieb er noch nichts weiß,".              – Wenn Rupert ",7,"transfer(jeronimus, eustache, !knowledge(sylvester, lover(ottokar, agnes)))",false
290,298,Personen.,Personen.,-1,-1,"e Gemahlin.          Ottokar,",ihr Sohn,".          Johann, Ruperts na",8,"transfer(""Figurentafel"", audience, child_of(ottokar, eustache))",false
290,298,Personen.,Personen.,-1,-1,"e Gemahlin.          Ottokar,",ihr Sohn,".          Johann, Ruperts na",9,"transfer(""Figurentafel"", audience, child_of(ottokar, rupert))",false
121201,121233,Erste Szene,Erste Szene,-1,-1,"                    OTTOKAR.","Nun, ich will's nicht leugnen. –",AGNES.            Wahrhaftig?,10,"transfer(ottokar, [audience, agnes], knowledge(ottokar, identity(LOVER[OTTOKAR, agnes)))",false
102024,102094,,,-1,-1,"             Weiß nur so viel,","daß sein Namen              Johann, und er ein unecht Kind des Rupert",",              – Daß er den R",11,"transfer(jeronimus, [sylvester, gertrud, agnes], child_of(johann, rupert))",false
116506,116543,Erste Szene,Erste Szene,-1,-1,"                    OTTOKAR.","Ich weiß, daß er dich heftig liebt. –",AGNES.            Mich liebt.,12,"transfer(ottokar, agnes, in_love_with(johann, agnes))",false
51551,51572,,,-1,-1,"n,              Dir wegen des",an seinem Sohne Peter,Verübten Mords den Frieden auf,13,"transfer(aldoebern, audience, child_of(""Peter"", rupert))",false
234447,234530,Erste Szene,Erste Szene,-1,-1,ie kommen! Ritter! Sie kommen!,"Ottokar wirft schnell Agnes' Oberkleid über, und setzt ihren Hut              auf.",AGNES.            Wer soll de,14,"transfer(""Verkleidung"", [audience, barnabe, agnes], identity(ottokar, COSTUME[AGNES]))",false
7579,7589,,,-1,-1,"o, meinst du, soll ich warten,",Peters Tod,"Nicht rächen, bis ich Ottokars",15,"transfer(rupert, audience, has_name(CHILD[EUSTACHE], ""Peter""))",false
97596,97649,,,-1,-1,"hien's fast, wie im Wahnsinn –","sprach              Von Liebe, daß er mich vergöttre",– nannte              Bald ei,16,"transfer(agnes, [sylvester, gertrud, jeronimus], transfer(johann, agnes, in_love_with(johann, agnes)))",false
197835,197843,Dritte Szene,Dritte Szene,-1,-1,"                    BARNABE.",Barnabe.,"OTTOKAR.                   ",17,"transfer(barnabe, ottokar, has_name(HEXE, barnabe))",false
154150,154192,Zweite Szene,Zweite Szene,-1,-1,"                  JERONIMUS.","Ei, daß sie sich so treu wie Engel lieben.","EUSTACHE.            Wie? Du ",18,"transfer(jeronimus, eustache, transfer(johann, jeronimus, lovers(ottokar, agnes)))",false
69576,69582,,,-1,-1,"                    OTTOKAR.",Maria!,"Willst du nicht besser von   ",19,"transfer(ottokar, audience, has_name(agnes, ""Maria""))",false
121457,121484,Erste Szene,Erste Szene,-1,-1,"                     AGNES.",Ottokar von Schroffenstein.,"OTTOKAR.                   ",20,"transfer(agnes, [audience, ottokar], knowledge(agnes, identity(LOVER[AGNES], agnes)))",false
4437,4463,Erste Szene,Erste Szene,-1,-1,"                     RUPERT.",Und Mutter auch des Toten.,"EUSTACHE.            O Gott! ",21,"transfer(rupert, audience, child_of(CHILD[EUSTACHE], eustache))",false
249572,249737,,,-1,-1,"                    SYLVIUS.","Das ist nicht Agnes!              – Das wäre Agnes, Knabe? Agnes' Kleid,              Nicht Agnes! Nein bei meinem ew'gen Leben,              Das ist nicht Agnes!","JOHANN            die Leiche ",22,"transfer(sylvius, [johann, sylvester, eustache, rupert, gertrude], identity(COSTUME[AGNES], ottokar))",false
67205,67267,,,-1,-1,"chts Böses bin ich mir bewußt,",ich fühle              Du gehst mir über alles Glück der Welt,Und nicht ans Leben bin ich so,23,"transfer(ottokar, [audience, agnes], in_love_with(ottokar, agnes))",false
