begin,end,begin_segment,end_segment,begin_line,end_line,leftContext,surface,rightContext,entityNum,entityLabel,entityGroup
63687,63697,Dritter Akt,Dritter Akt,-1,-1,ANDO          zu ihren Füßen.,Ich bin's!,MADAME SOMMER          mit ei,0,"transfer(fernando, madame_sommer_bzw_caecilie, identity(PARENT[LUCIE], fernando))",false
80297,80331,Vierter Akt,Vierter Akt,-1,-1,"                 FERNANDO.",Und das Mädchen ist meine Tochter!,"Stella! Er bemerkt erst, daß s",1,"transfer(fernando, stella, child_of(lucie, fernando))",false
60349,60363,Dritter Akt,Dritter Akt,-1,-1,"    Nichts ist bleibend – Ach,",er liebte mich,"! liebte mich so gewiß als ich",2,"transfer(madame_sommer_bzw_caecilie, [audience, fernando], in_love_with(LOVER[MADAME_SOMMER_BZW_CAECILIE], madame_sommer_bzw_caecilie))",false
55647,55967,Dritter Akt,Dritter Akt,-1,-1,"  FERNANDO          vor sich.","O Gott! und auch ihre Gestalt muß mich an mein Vergehen erinnern! Herz! Unser Herz! o,            wenn's in dir liegt, so zu fühlen und so zu handeln, warum hast du nicht auch Kraft, dir            das Geschehene zu verzeihen? – Ein Schatten der Gestalt meiner Frau! – O wo seh ich den            nicht! Laut. Madame!",MADAME SOMMER.          Was b,3,"transfer(fernando, audience, identity(SPOUSE[FERNANDO], madame_sommer_bzw_caecilie), suspicion)",false
31633,31684,Zweiter Akt,Zweiter Akt,-1,-1,igen Liede seines Herzens war:,»Stella! Stella! Wie lieb du mir            bist!«,LUCIE.          Kann man denn,4,"transfer(stella, [audience, lucie, madame_sommer_bzw_caecilie], in_love_with(fernando, stella))",false
79776,79794,Vierter Akt,Vierter Akt,-1,-1,ir alles bist! Stella! – Kalt.,Ich verlasse dich!,STELLA          verwirrt läch,5,"transfer(fernando, [stella, audience], !in_love_with(fernando, stella))",false
37294,37298,Zweiter Akt,Zweiter Akt,-1,-1,"! So groß, denk ich, wär meine",Mina,"! Ich heb es ängstlich liebend",6,"transfer(stella, [audience, madame_sommer_bzw_caecilie, lucie], has_name(CHILD[STELLA], ""Mina""))",false
43346,43442,Dritter Akt,Dritter Akt,-1,-1,"      Ihm um den Hals fallend.","Du bist da! Ich will nichts fühlen, nichts            hören, nichts wissen, als daß du da bist!",FERNANDO.          Stella! me,7,"transfer(stella, fernando, in_love_with(stella, fernando))",false
5355,5366,Erster Akt,Erster Akt,-1,-1,; die            ersten Jahre,unserer Ehe,"! Damals hatte alles den Reiz ",8,"transfer(madame_sommer_bzw_caecilie, audience, spouses(madame_sommer_bzw_caecilie, PARENT[LUCIE]))",false
53267,53460,Dritter Akt,Dritter Akt,-1,-1,er Freude manche Not brachten.,"Ich erinnere mich noch an alles genau:            wie wir Cäcilien so liebenswürdig fanden, uns ihr aufdrangen, unsere jugendliche            Freiheit nicht geschwind genug loswerden konnten.",FERNANDO.          Es war doc,9,"transfer(verwalter, audience, spouses(fernando, madame_sommer_bzw_caecilie))",false
27936,27944,Zweiter Akt,Zweiter Akt,-1,-1,"ckt ihre Hände ans Herz. Nein,",Fernando,", nein, das war kein         ",10,"transfer(stella, audience, has_name(SPOUSE[STELLA], fernando))",false
63687,63697,Dritter Akt,Dritter Akt,-1,-1,ANDO          zu ihren Füßen.,Ich bin's!,MADAME SOMMER          mit ei,11,"transfer(fernando, [audience, madame_sommer_bzw_caecilien], identity(LOVER[MADAME_SOMMER_BZW_CAECILIEN], fernando))",false
174,220,Personen.,Personen.,-1,-1,"    Personen.          Stella","Cäcilie, anfangs unter dem Namen Madame Sommer","Fernando          Lucie     ",12,"transfer(""Figurentafel"", audience, has_name(madame_sommer_bzw_caecilie, ""Cäcilie""))",false
27444,27621,Zweiter Akt,Zweiter Akt,-1,-1," Ratschluß ist unerforschlich.","Wenn ich von seinen Küssen meine            Augen zu dir hinauf wendete, mein Herz an dem seinen glühte, und ich mit bebenden Lippen            seine große Seele in mich trank",", und ich dann mit Wonnetränen",13,"transfer(stella, audience, identity(""Frau Baronesse"", stella))",false
10949,10979,Erster Akt,Erster Akt,-1,-1,ichts von ihm.            Und,sie hat ihn geliebt über alles,". Mein Mann konnte nie fertig ",14,"transfer(postmeisterin, [audience, madame_sommer_bzw_caecilie], in_love_with(""Frau Baronesse"", SPOUSE[FRAU BARONESSE]))",false
27444,27621,Zweiter Akt,Zweiter Akt,-1,-1," Ratschluß ist unerforschlich.","Wenn ich von seinen Küssen meine            Augen zu dir hinauf wendete, mein Herz an dem seinen glühte, und ich mit bebenden Lippen            seine große Seele in mich trank",", und ich dann mit Wonnetränen",15,"transfer(stella, audience, in_love_with(SPOUSE[STELLA], stella))",false
174,220,Personen.,Personen.,-1,-1,"    Personen.          Stella","Cäcilie, anfangs unter dem Namen Madame Sommer","Fernando          Lucie     ",16,"transfer(""Figurentafel"", audience, has_name(madame_sommer_bzw_caecilie, ""Madame Sommer""))",false
36724,36737,Zweiter Akt,Zweiter Akt,-1,-1," Und dann, auf einmal das Grab",meines Kindes,zu            meinen Füßen. –,17,"transfer(stella, [madame_sommer_bzw_caecilie, lucie], child_of(CHILD[STELLA], stella))",false
51757,51770,Dritter Akt,Dritter Akt,-1,-1,LTER.          Ihre Gemahlin?,Ihre Tochter?,FERNANDO.          Ich habe s,18,"transfer(verwalter, audience, child_of(CHILD[FERNANDO], fernando))",false
42645,42684,Zweiter Akt,Zweiter Akt,-1,-1,"              MADAME SOMMER.",Er ist's! Er ist's! – Ich bin verloren!,"Dritter Akt        Stella in ",19,"transfer(madame_sommer_bzw_caecile, audience, identity(PARENT[LUCIE], fernando))",false
53326,53334,Dritter Akt,Dritter Akt,-1,-1,les genau:            wie wir,Cäcilien,"so liebenswürdig fanden, uns i",20,"transfer(verwalter, audience, has_name(SPOUSE[FERNANDO], ""Cäcilien""))",false
42848,42897,Dritter Akt,Dritter Akt,-1,-1,TELLA          zu den Wänden.,Er ist wieder da! Seht ihr ihn? Er ist wieder da!,"Vor das Gemälde einer Venus  ",21,"transfer(stella, audience, identity(""Offizier"", fernando))",false
