begin,end,begin_segment,end_segment,begin_line,end_line,leftContext,surface,rightContext,entityNum,entityLabel,entityGroup
123578,123620,,,-1,-1,"                  DON MANUEL","für sich, betroffen.            Beatrice!",DIEGO            hält sie zur,0,"transfer(don_manuel, audience, identity(SIBLING-1, beatrice), suspicion)",false
90048,90071,,,-1,-1,tführer in sträflicher Flucht.,"O komm, mein Geliebter!",Wo bleibst du und säumest? Bef,1,"O komm, mein Geliebter!",false
193579,193856,,,-1,-1,"          Sie meine Schwester!",ISABELLA.            Welche andre sonst?                              DON CESAR.            Meine Schwester?                              ISABELLA.            Die du selber mir gesendet.                              DON CESAR.            Und seine Schwester!,"CHOR.            Wehe! Wehe! ",2,"transfer(isabella, don_cesar, identity(SIBLING-1, beatrice))",false
74063,74087,,,-1,-1,"              Der einzge Bote",zwischen Kind und Mutter,".                        ",3,zwischen Kind und Mutter,false
123466,123481,,,-1,-1," an.              Wo ist sie?",Wo ist Beatrice,?                       Wil,4,"transfer(isabella, [audience, don_manuel, don_cesar], has_name(CHILD[ISABELLA], ""Beatrice""))",false
77945,77965,,,-1,-1,"           Nicht will ich, daß",Don Manuels Verlobte,"Als eine Heimatlose, Flüchtige",5,"transfer(don_manuel, chor, engaged(don_manuel, LOVER[DON_MANUEL]))",false
90861,90968,,,-1,-1," Glut den Schatten beigesellt,","– Da stand er plötzlich an des Klosters Pforte,              Schön wie ein Gott und männlich wie ein Held.","O mein Empfinden nennen keine ",6,"transfer(beatrice, audience, identity(LOVER[DON_MANUEL], beatrice))",false
98138,98173,,,-1,-1,"selbst die Niedrigste geboren,",Du müßtest dennoch meine Liebe sein,",              Die Freiheit h",7,"transfer(TYP-AUS-KIRCHE, [audience, beatrice], in_love_with(TYP-AUS-KIRCHE, beatrice))",false
105412,105452,,,-1,-1,"n beiden einen Bruder schenkt,",Auch eine Schwester hat er euch geboren.,– Ihr staunt? Ihr seht mich mi,8,"transfer(isabella, [audience, don_manuel, don_cesar], siblings([don_manuel, don_cesar], SIBLING-1))",false
194287,195031,,,-1,-1,"            Was ist dir? Gott!","DON CESAR.                         Verflucht der Schoß, der mich              Getragen! – Und verflucht sei deine Heimlichkeit,              Die all dies Gräßliche verschuldet! Falle              Der Donner nieder, der dein Herz zerschmettert,              Nicht länger halt ich schonend ihn zurück –              Ich selber, wiß es, ich erschlug den Bruder,              In ihren Armen überrascht ich ihn,              Sie ist es, die ich liebe, die zur Braut              Ich mir gewählt – den Bruder aber fand ich              In ihren Armen – alles weißt du nun!              – Ist sie wahrhaftig seine, meine Schwester,              So bin ich schuldig einer Greueltat,               Die keine Reu und Büßung kann versöhnen!","CHOR.                      ",9,"transfer(don_cesar, isabella, identity(FIANCEE[DON_CESAR], beatrice))",false
152723,152823,,,-1,-1,Brüder. Beide Chöre. Beatrice.,ZWEITER CHOR            zu Don Cesar.            Du glaubst uns nicht – Glaub deinen eignen Augen.,DON CESAR            tritt he,10,"transfer(zweiter_chor, don_cesar, lovers(don_manuel, beatrice))",false
65427,65577,,,-1,-1,e mir das freudige Erschrecken,"Der überraschten, hocherstaunten Braut,              Wenn ich als Fürstin sie und Herrscherin              Durch dieses Hauses Pforten führen werde.",– Noch liebt sie nur den Liebe,11,"transfer(don_manuel, [audience,chor], in_love_with(don_manuel, LOVER[DON_MANUEL]))",false
23498,23534,Personen.,Personen.,-1,-1,"                 Don Manuel,","Don Cesar,              ihre Söhne.","Beatrice.            Diego. ",12,"transfer(""Figurentafel"", audience, child_of(don_cesar))",false
146273,146299,,,-1,-1,"                 DON MANUEL.",Don Cesar ist mein Bruder.,BEATRICE.            Ist dein,13,"transfer(don_manuel, beatrice, siblings(don_manuel, don_cesar))",false
65594,65852,,,-1,-1," führen werde.              –","Noch liebt sie nur den Liebenden! Dem Fremdling,              Dem Namenlosen hat sie sich gegeben.              Nicht ahnet sie, daß es Don Manuel,              Messinas Fürst ist, der die goldne Binde              Ihr um die schöne Stirne flechten wird.","Wie süß ists, das Geliebte zu ",14,"transfer(don_manuel, [audience, chor], !knowledge(LOVER[DON_MANUEL], identity(don_manuel, don_manuel)))",false
98517,98534,,,-1,-1,dir zu nennen.              –,Ich bin Don Cesar,"und in dieser Stadt          ",15,"transfer(TYP-AUS-KIRCHE, beatrice, identity(TYP-AUS-KIRCHE, don_cesar))",false
115779,115882,,,-1,-1,"der Tag, der alles lösen wird.","Am besten mag die Braut sich selbst verkünden,              Des sei gewiß, du wirst sie würdig finden.","ISABELLA.                  ",16,"transfer(don_manuel, [isabella, don_cesar], engaged(don_cesar, LOVER[DON_MANUEL]))",false
115779,115781,,,-1,-1,"der Tag, der alles lösen wird.",Am,besten mag die Braut sich selb,16,"transfer(don_manuel, [isabella, don_cesar], engaged(don_cesar, LOVER[DON_MANUEL]))",false
113699,113789,,,-1,-1," der Liebe neu Gefühl gelehrt.","Eh dieses Tages Sonne sinkt, führt auch              Don Cesar seine Gattin dir entgegen.","DON MANUEL.                ",17,"transfer(don_cesar, [isabella, don_manuel], engaged(don_cesar, LOVER[DON_CESAR]))",false
178064,178104,,,-1,-1,"                   ISABELLA.","Ich, deine Mutter, bin Messinas Fürstin.","BEATRICE.            Du bist ",18,"transfer(isabella, beatrice, parent_of(isabella, beatrice))",false
95000,95084,,,-1,-1,Don Cesar. Beatrice. Der Chor.,BEATRICE            mit Schrecken zurückfliehend.            Weh mir! Was seh ich!,"In demselben Augenblick tritt ",19,"transfer(beatrice, [audience, don_cesar, chor], !in_love_with(beatrice, don_cesar))",false
131181,131364,,,-1,-1,nheit Glanz birgt keine Hülle.,"DON MANUEL            vor sich, erleichtert.                         Glückselges Wort, das mir das Herz befreit!              Das gleicht ihr nicht! Dies Zeichen trifft nicht zu.",ISABELLA.            Wahnsinn,20,"transfer(don_manuel, audience, !identity(SIBLING-1, beatrice), suspicion)",false
23472,23534,Personen.,Personen.,-1,-1,"Isabella, Fürstin von Messina.","Don Manuel,              Don Cesar,              ihre Söhne.","Beatrice.            Diego. ",21,"transfer(""Figurentafel"", audience, child_of(don_manuel, isabella))",false
99206,99471,,,-1,-1,"                Zu dem Chor.","Gebt ihr – sie ists von diesem Augenblick!               Die Ehre meiner Braut und eurer Fürstin,              Belehret sie von ihres Standes Größe.              Bald kehr ich selbst zurück, sie heimzuführen,              Wies meiner würdig ist und ihr gebührt.","Er geht ab.               ",22,"transfer(don_cesar, [audience, chor, beatrice], engaged(don_cesar, beatrice))",false
