begin,end,begin_segment,end_segment,begin_line,end_line,leftContext,surface,rightContext,entityNum,entityLabel,entityGroup
61462,61478,Personen.,Personen.,-1,-1,"         Klara, seine Tochter.","Karl, sein Sohn.",Leonhard.          Ein Sekret,0,"transfer(""Figurentafel, audience, child_of(karl, meister_anton))",false
62310,62322,Erste Szene,Erste Szene,-1,-1,"      Diesmal doch nicht ganz,",liebe Mutter,"! Die Ärmel sind zu weit. Es m",1,"transfer(klara, audience, parent_of(mutter, klara))",false
135748,135758,Dritte Szene,Dritte Szene,-1,-1,"                    WOLFRAM.",Meine Frau,"– Sag Sie mir aufrichtig, Jung",2,"transfer(wolfram, audience, spouses(wolfram, SPOUSES[WOLFRAM]))",false
150485,150513,Fünfte Szene,Fünfte Szene,-1,-1," Zum                Sekretär.","Nimms nicht übel, Friedrich!",– Warum werden mir die Beine a,3,"transfer(klara, audience, has_name(sekretaer, ""Friedrich""))",false
101119,101150,Fünfte Szene,Fünfte Szene,-1,-1,"allen zu              lassen,",wenn er mein Schwiegervater ist,"!                        ",4,"transfer(leonhard, audience, parent_in_law_of(meister_anton, leonhard))",false
81758,81794,Vierte Szene,Vierte Szene,-1,-1,"                   LEONHARD.",Bei deinem Vater um dich anzuhalten!,"KLARA.            Ach!      ",5,"transfer(leonhard, audience, in_love_with(leonhard, klara))",false
100832,100858,Fünfte Szene,Fünfte Szene,-1,-1,en Tisch gestellt hat. Und nun,Er mein Schwiegersohn wird,",              will ich Ihm a",6,"transfer(meister_anton, [audience, leonhard], engaged(klara, leonhard))",false
155237,155265,Fünfte Szene,Fünfte Szene,-1,-1,"                   SEKRETÄR.","Mädchen, du liebst ihn nicht",", du hast dein Wort zurück – ",7,"transfer(sekretaer, klara, !in_love_with(klara, sekretaer))",false
65984,65990,Zweite Szene,Zweite Szene,-1,-1,"auf.            Guten Morgen,",Mutter,"! Nun, Klara, mögtest du mich ",8,"transfer(karl, audience, parent_of(mutter, karl))",false
69808,69871,Dritte Szene,Dritte Szene,-1,-1,"  MUTTER            lächelnd.","Ja, ja! Ich sehe den Leonhard ja gar nicht mehr. Wie kommt das?","KLARA.            Mag er weg ",9,"transfer(mutter, audience, couple(leonhard, klara))",false
116205,116225,Siebente Szene,Siebente Szene,-1,-1,zte Gesicht! Sahs hundert Mal.,"Gute Nacht, Therese!","Du              starbst, als ",10,"transfer(meister_Anton, audience, has_name(mutter, ""Therese""))",false
149609,149960,Fünfte Szene,Fünfte Szene,-1,-1,"                   SEKRETÄR.","Du antwortest mir nicht. Freilich, das vergaß ich, du bist Braut! O Mädchen, warum              hast du mir das getan! Und doch – habe ich ein Recht, mich zu beklagen? Sie ist, wie              alles Liebe und Gute, alles Liebe und Gute hätte mich an sie erinnern sollen, dennoch              war sie jahrelang für mich, wie nicht mehr in der Welt.","Dafür hat sie – Wärs nur     ",11,"transfer(sekretaer, [klara, audience], in_love_with(sekretaer, klara))",false
69925,69944,Dritte Szene,Dritte Szene,-1,-1,"                     KLARA.",Mag er weg bleiben!,MUTTER.            Ich will n,12,"transfer(klara, [mutter, audience], !couple(leonhard, klara))",false
81984,82047,Vierte Szene,Vierte Szene,-1,-1,"                     KLARA.","Nicht recht? Mein Tod wärs, wenn ich nicht bald dein Weib würde",", aber du kennst             ",13,"transfer(klara, [leonhard, audience], in_love_with(klara, leonhard))",false
150954,151067,Fünfte Szene,Fünfte Szene,-1,-1,"       KLARA            wild.","Lieben? Er oder der Tod! Wunderts wen, daß ich ihn wähle? Ich täts nicht, dächt ich              an mich allein!","SEKRETÄR.            Er oder ",14,"transfer(klara, sekretaer, !in_love_with(klara, leonhard))",false
61408,61419,Personen.,Personen.,-1,-1,"  Meister Anton, ein Tischler.",Seine Frau.,"Klara, seine Tochter.        ",15,"transfer(""Figurentafel, audience, spouses(meister_anton, mutter))",false
118398,118667,Siebente Szene,Siebente Szene,-1,-1,und ein Mutter- Mörder? Lacht.,"EINE MAGD            tritt ein mit einem Brief zu Klara.            Von Herrn Kassierer Leonhard!                              MEISTER ANTON.            Du brauchst ihn nicht zu lesen! Er sagt sich von dir los! Schlägt in die                Hände. Bravo, Lump!",KLARA            hat gelesen.,16,"transfer(""Brief"", [klara, audience] !couple(leonhard, klara))",false
61430,61451,Personen.,Personen.,-1,-1,ischler.          Seine Frau.,"Klara, seine Tochter.","Karl, sein Sohn.          Leo",17,"transfer(""Figurentafel, audience, child_of(klara, meister_anton))",false
77120,77215,Vierte Szene,Vierte Szene,-1,-1,es zu              verlieren?,"Meinst du, ich sah die stillen Blicke nicht, die du mit dem Sekretär              wechseltest?",Das war ein schöner Freudentag,18,"transfer(leonhard, [audience, klara], in_love_with(klara, sekretaer), suspicion)",false
151290,151348,Fünfte Szene,Fünfte Szene,-1,-1,nd! Nenne das Wort nicht mehr!,Dich! Dich lieb ich! Da! Da! Ich              rufs dir zu,", als ob ich schon jenseits de",19,"transfer(klara, [sekretaer, audience], in_love_with(klara, sekretaer))",false
