begin,end,begin_segment,end_segment,begin_line,end_line,leftContext,surface,rightContext,entityNum,entityLabel,entityGroup
63687,63697,Dritter Akt,Dritter Akt,-1,-1,ANDO          zu ihren Füßen.,Ich bin's!,MADAME SOMMER          mit ei,0,"transfer(fernando, madame_sommer_bzw_caecilie, identity(PARENT_OF[LUCIE], fernando))",false
24951,24963,Erster Akt,Erster Akt,-1,-1,"er; und mir ist's nicht bange,",meine Mutter,"zu ernähren.               ",1,"transfer(lucie, fernando, parent_of(PARENT_OF[LUCIE], madame_sommer_bzw_caecilie))",false
66522,66538,Dritter Akt,Dritter Akt,-1,-1,"                 FERNANDO.",O meine Tochter!,"LUCIE.          Lieber, beste",2,"transfer(fernando, lucie, identity(PARENT_OF[LUCIE], fernando))",false
53318,53358,Dritter Akt,Dritter Akt,-1,-1,nere mich noch an alles genau:,wie wir Cäcilien so liebenswürdig fanden,", uns ihr aufdrangen, unsere j",3,"transfer(verwalter, audience, spouses(fernando, madame_sommer_bzw_caecilie)suspicion)",false
5572,5583,Erster Akt,Erster Akt,-1,-1,"ard, durch seinen Geist, durch",seine Liebe,"! –                      ",4,"transfer(madame_sommer_bzw_caecilie, audience, in_love_with(PARENT[LUCIE], madame_sommer_bzw_caecilie))",false
36833,36916,Zweiter Akt,Zweiter Akt,-1,-1,"              MADAME SOMMER.","Sie hatten ein Kind?                        STELLA.          Ja, meine Beste!","O Gott, du hattest mir diese S",5,"transfer(stella, madame_sommer_bzw_caecilie, child_of(CHILD_OF[STELLA], stella), already-known)",false
51742,51847,Dritter Akt,Dritter Akt,-1,-1,"                 VERWALTER.",Ihre Gemahlin? Ihre Tochter?                        FERNANDO.          Ich habe sie nicht gefunden.,Ich traute mich selbst nicht i,6,"transfer(fernando, audience, spouses(SPOUSES[FERNANDO], fernando))",false
5355,5366,Erster Akt,Erster Akt,-1,-1,; die            ersten Jahre,unserer Ehe,"! Damals hatte alles den Reiz ",7,"transfer(madame_sommer_bzw_caecilie, audience, spouses(madame_sommer_bzw_caecilie, PARENT_OF[LUCIE]))",false
183,220,Personen.,Personen.,-1,-1,"     Stella          Cäcilie,",anfangs unter dem Namen Madame Sommer,"Fernando          Lucie     ",8,"transfer(""Figurentafel"", audience, has_name(madame_sommer_bzw_caecilie, ""Madame Sommer""))",false
10949,10968,Erster Akt,Erster Akt,-1,-1,ichts von ihm.            Und,sie hat ihn geliebt,über alles. Mein Mann konnte n,9,"transfer(postmeisterin, [madame_sommer_bzw_caecilie, lucie, audience] in_love_with(""Baronesse, SPOUSES[""BARONESSE""]))",false
27819,27985,Zweiter Akt,Zweiter Akt,-1,-1,"   – Es war dein Wille nicht –","Sie fällt einen Augenblick in Nachdenken, fährt dann              schnell auf und druckt ihre Hände ans Herz. Nein, Fernando, nein, das war kein            Vorwurf!","Madame Sommer, Lucie kommen. ",10,"transfer(stella, audience, identity(SPOUSES[STELLA], fernando), suspicion) ",false
65716,65782,Dritter Akt,Dritter Akt,-1,-1,ütiger Himmel! wieviel Freude!,Sollte das            liebenswürdige Geschöpf meine Tochter sein?,– – Ich habe dich aufgesucht ü,11,"transfer(fernando, audience, parent_of(fernando, lucie) suspicion)",false
55647,55953,Dritter Akt,Dritter Akt,-1,-1,"  FERNANDO          vor sich.","O Gott! und auch ihre Gestalt muß mich an mein Vergehen erinnern! Herz! Unser Herz! o,            wenn's in dir liegt, so zu fühlen und so zu handeln, warum hast du nicht auch Kraft, dir            das Geschehene zu verzeihen? – Ein Schatten der Gestalt meiner Frau! – O wo seh ich den            nicht!","Laut. Madame!              ",12,"transfer(fernando, audience, identity(SPOUSES[FERNANDO], madame_sommer_bzw_caecilie), suspicion)",false
51742,51756,Dritter Akt,Dritter Akt,-1,-1,"                 VERWALTER.",Ihre Gemahlin?,"Ihre Tochter?              ",13,"transfer(verwalter, audience, spouses(SPOUSE[FERNANDO], fernando))",false
12451,12469,Erster Akt,Erster Akt,-1,-1,lter Betrübnis genug erfahren.,Sie hatte ein Kind,"; es starb ihr bald;         ",14,"transfer(postmeisterin, [madame_sommer_bzw_caecilie, lucie, audience], child_of(CHILD_OF[""BARONESSE""], ""Baronesse""))",false
37294,37298,Zweiter Akt,Zweiter Akt,-1,-1,"! So groß, denk ich, wär meine",Mina,"! Ich heb es ängstlich liebend",15,"transfer(stella, [audience, madame_sommer_bzw_caecilie, lucie], has_name(CHILD[STELLA], ""Mina""))",false
80125,80156,Vierter Akt,Vierter Akt,-1,-1,"                 FERNANDO.",Und dieses Weib ist meine Frau!,"–                        ",16,"transfer(fernando, stella, spouses(fernando, madame_sommer_bzw_caecilie))",false
27000,28024,Zweiter Akt,Zweiter Akt,-1,-1,"                   STELLA.","Ich kann sie kaum erwarten. Was das für ein Wünschen, ein Hoffen ist, bis so ein neues            Kleid ankommt! Stella! du bist ein Kind. Und warum soll ich nicht lieben? – Ich brauche            viel, viel, um dies Herz auszufüllen! – Viel? Arme Stella? Viel? – Sonst, da er dich            noch liebte, noch in deinem Schoße lag, füllte sein Blick deine ganze Seele; und – o            Gott im Himmel! dein Ratschluß ist unerforschlich. Wenn ich von seinen Küssen meine            Augen zu dir hinauf wendete, mein Herz an dem seinen glühte, und ich mit bebenden Lippen            seine große Seele in mich trank, und ich dann mit Wonnetränen zu dir hinaufsah, und aus            vollem Herzen zu dir sprach: Laß uns glücklich, Vater! du hast uns so glücklich gemacht!            – Es war dein Wille nicht – Sie fällt einen Augenblick in Nachdenken, fährt dann              schnell auf und druckt ihre Hände ans Herz. Nein, Fernando, nein, das war kein            Vorwurf!          Madame Sommer, Lucie kommen.",STELLA.          Ich habe sie,17,"transfer(stella, audience, identity(""Baronesse"", stella))",false
42848,42897,Dritter Akt,Dritter Akt,-1,-1,TELLA          zu den Wänden.,Er ist wieder da! Seht ihr ihn? Er ist wieder da!,"Vor das Gemälde einer Venus  ",18,"transfer(stella, audience, identity(""Offizier"", fernando))",false
42645,42684,Zweiter Akt,Zweiter Akt,-1,-1,"              MADAME SOMMER.",Er ist's! Er ist's! – Ich bin verloren!,"Dritter Akt        Stella in ",19,"transfer(madame_sommer_bzw_caecilie, audience, identity(PARENT_OF[LUCIE], fernando))",false
51757,51770,Dritter Akt,Dritter Akt,-1,-1,LTER.          Ihre Gemahlin?,Ihre Tochter?,FERNANDO.          Ich habe s,20,"transfer(verwalter, audience, child_of(CHILD[FERNANDO], fernando))",false
79776,79794,Vierter Akt,Vierter Akt,-1,-1,ir alles bist! Stella! – Kalt.,Ich verlasse dich!,STELLA          verwirrt läch,21,"transfer(fernando, [stella, audience], !in_love_with(fernando, stella))",false
10860,10868,Erster Akt,Erster Akt,-1,-1,ERIN.          Das weiß Gott!,Ihr Herr,"ist vor drei Jahren weg, und h",22,"transfer(postmeisterin, [madame_sommer_bzw_caecilie, lucie, audience], spouses(""Baronesse"", SPOUSES[""BARONESSE""]))",false
174,181,Personen.,Personen.,-1,-1,"    Personen.          Stella",Cäcilie,", anfangs unter dem Namen Mada",23,"transfer(""Figurentafel"", audience, has_name(madame_sommer_bzw_caecilie, ""Cäcilie""))",false
53326,53334,Dritter Akt,Dritter Akt,-1,-1,les genau:            wie wir,Cäcilien,"so liebenswürdig fanden, uns i",24,"transfer(verwalter, audience, has_name(SPOUSE[FERNANDO], ""Cäcilien""))",false
56845,56918,Dritter Akt,Dritter Akt,-1,-1,Welche Stimme! Welche Gestalt!,"Laut. Madame! Er wendet sich              ab. – Gott, es ist meine Frau!","– Laut. Verzeihen Sie!       ",25,"transfer(fernando, audience, identity(""Cäcilien"", madame_sommer_bzw_caecilien))",false
39605,39764,Zweiter Akt,Zweiter Akt,-1,-1,"                    LUCIE.","Ich muß Ihnen sagen, heut aß ich drüben mit einem Offizier im Posthause, der diesem            Herrn gleicht – O er ist es selbst! ich will mein Leben wetten.",STELLA.          Heute? Du be,26,"transfer(lucie, stella, identity(""Offizier"", SPOUSES[STELLA]), suspicion)",false
44224,44399,Dritter Akt,Dritter Akt,-1,-1,"                 FERNANDO.","Erquickung! Erquickung! – Hier, wo du atmest, schwebt alles in genüglichem, jungem            Leben. Lieb und bleibende Treue würden hier den ausgedorrten Vagabunden fesseln.","STELLA.          Schwärmer! ",27,"transfer(fernando, stella, in_love_with(fernando, stella))",false
41541,41552,Zweiter Akt,Zweiter Akt,-1,-1," Das ist mein Gemahl! – Es ist",dein Vater!,LUCIE.          Mutter! beste,28,"transfer(madame_sommer_bzw_caecilie, [audience, lucie], identity(PARENT[LUCIE], fernando), suspicion)",false
60349,60358,Dritter Akt,Dritter Akt,-1,-1,"    Nichts ist bleibend – Ach,",er liebte,mich! liebte mich so gewiß als,29,"transfer(madame_sommer_bzw_caecilie, [audience, fernando], in_love_with(LOVER[MADAME_SOMMER_BZW_CAECILIE], madame_sommer_bzw_caecilie))",false
80297,80331,Vierter Akt,Vierter Akt,-1,-1,"                 FERNANDO.",Und das Mädchen ist meine Tochter!,"Stella! Er bemerkt erst, daß s",30,"transfer(fernando, stella, child_of(fernando, madame_sommer_bzw_caecilie))",false
51742,51847,Dritter Akt,Dritter Akt,-1,-1,"                 VERWALTER.",Ihre Gemahlin? Ihre Tochter?                        FERNANDO.          Ich habe sie nicht gefunden.,Ich traute mich selbst nicht i,31,"transfer(fernando, audience, child_of(CHILD_OF[FERNANDO], fernando))",false
43637,43651,Dritter Akt,Dritter Akt,-1,-1,"                   STELLA.",O du Einziger!,FERNANDO.          Stella! la,32,"transfer(stella, fernando, in_love_with(stella, fernando))",false
31634,31683,Zweiter Akt,Zweiter Akt,-1,-1,en Liede seines Herzens war: »,Stella! Stella! Wie lieb du mir            bist!,"«                        ",33,"transfer(stella, [audience, lucie, madame_sommer_bzw_caecilie], in_love_with(fernando, stella))",false
