begin,end,leftContext,surface,rightContext,entityNum,entityLabel,entityGroup
93503,93532," die Braut eines Andern, und –",ich habe nur Achtung für Sie.,"EMERIKE
            seufzt.
  ",0,"transfer(flint, [emerike,audience], !in_love_with(flint, emerike), lie)",false
75848,75877,"   GIEBEL
            vornehm.","Pamphilius, Edler von Giebel.","FLINT.
            Sie sind de",1,"transfer(giebel, [audience, flint], has_name(giebel, ""Pamphilius Edler von Giebel""))",false
184164,184172,"erissen, ihre Hand ergreifend.",Er will!,"EMERIKE
            voll Freud",2,"transfer(flint, emerike, in_love_with(flint, emerike))",false
202951,203134,"          
            AUGUST.","Nein, Albertine! ich liebe nicht nur Sie, ich liebe Ihr
                Unglück. Ich setze meinen Ruhm, meinen Stolz darein, es zu theilen, zu
              mildern – werden Sie mein!","ALBERTINE.
            Nein – ",3,"transfer(august, [albertine, audience], in_love_with(august, albertine))",false
459,483,"ing.
          Madame Wölbing.","Albertine, ihre Tochter.","Annchen, ein Kind von 8 bis 10",4,"transfer(""Figurentafel"", audience, child_of(albertine, madame_woelbing))",false
337,364,"rzig, Herrn Gehrmann's Mündel.","Kunigunde, ihre Erzieherin.","Herr von Giebel.
          Hel",5,Papierkorb,false
180095,180123,"         
            EMERIKE.",Und ich will ihn auch nicht!,"Ach, ich bin so voll Freude!
 ",6,"transfer(emerike, gehrmann, !in_love_with(emerike, august))",false
153483,153540,"er ich,
              Kundel –","ich begreife jetzt wohl, daß mich Herr Flint nicht liebt.","KUNIGUNDE.
            Wer ist",7,"transfer(emerike, kunigunde, !in_love_with(flint, emerike))",false
87936,88055,"     Hause gar nicht; – aber –","wenn Sie mit diesem Tone Emerike sagen, dann
              dünkt mir, es gibt gar keinen schöneren Nahmen auf der Welt.","FLINT
            ihre Hand er",8,"transfer(emerike, [flint, audience], in_love_with(emerike, flint), uncertain)",false
4620,4654,"m Mädchen meine Hand zu geben,","das ich nicht
              liebe.","GEHRMANN.
            Mit der ",9,"transfer(august, [audience, gehrmann], !in_love_with(august, FIANCEÉ[AUGUST]))",false
94910,94977,"          
            EMERIKE","mit einem Blick auf Flint.
            Ach nein! er will mich nicht",", und ich werde doch keinen An",10,Papierkorb,false
104541,104553,"  
            MADAME WÖLBING.",Eine Tochter,", mein Herr.
          
      ",11,"transfer(madame_woelbing, august, child_of(madame_woelbing, CHILD[MADAME_WOELBING]))",false
184252,184269,"ERIKE
            voll Freude.",Und ich will auch,", und die Muhme wird gewiß auc",12,"transfer(emerike, flint, in_love_with(emerike, flint))",false
95075,95111,"         
            GEHRMANN","zu Flint.
            Sie liebt ihn!","sehen Sie, sie liebt ihn, und ",13,"transfer(gehrmann, flint, in_love_with(emerike, august))",false
40503,40599,"ule herum, oder fielen gar zu.","Aber bey Ihnen würden sie nicht zufallen, ich
              könnte Tagelang in Ihre Augen sehen.","FLINT
            für sich.
  ",14,"transfer(emerike, [flint, audience], in_love_with(emerike, flint), uncertain)",false
