begin,end,begin_segment,end_segment,begin_line,end_line,leftContext,surface,rightContext,entityNum,entityLabel,entityGroup
319,339,document,document,-1,-1,"ne,          Fräulein Amalie,",Herr von Kaltenbrunn,"ihrer Schwester Kinder       ",0,"transfer(""Figurentafel"", audience, nephew_of(herr_von_kaltenbrunn, frau_von_tiefenborn))",false
292,307,document,document,-1,-1,"          Fräulein Karoline,",Fräulein Amalie,",          Herr von Kaltenbru",1,"transfer(""Figurentafel"", audience, niece_of(fraeulein_amalie, frau_von_tiefenborn))",false
263,280,document,document,-1,-1,"enborn, eine alte reiche Witwe",Fräulein Karoline,",          Fräulein Amalie, ",2,"transfer(""Figurentafel"", audience, niece_of(fraeulein_karoline, frau_von_tiefenborn))",false
350,365,document,document,-1,-1,"          Herr von Kaltenbrunn",ihrer Schwester,Kinder               Herr H,3,"transfer(""Figurentafel"", audience, siblings(frau_von_tiefenbronn, SIBLING1[FRAU_VON_TIEFENBRONN]))",false
127019,127030,Siebenter Auftritt,Siebenter Auftritt,-1,-1,"be ich nunmehro Nachricht, daß",mein Bruder,in einer halben Stunde hier se,4,"transfer(herr_von_ziegendorf, audience, siblings(herr_von_ziegendorf, SIBLING[HERR_VON_ZIEGENDORF]))",false
350,372,document,document,-1,-1,"          Herr von Kaltenbrunn",ihrer Schwester Kinder,"Herr Hauptmann von Wagehals  ",5,"transfer(""Figurentafel"", audience, siblings([fraeulein_karoline, fraeulein_amalie], herr_von_kaltenbrunn))",false
164544,164635,Fünfter Auftritt,Fünfter Auftritt,-1,-1,", Fräulein! unter allen Damen,","die sich noch in mich verliebt haben, ist              auch keine so scheu gewesen als Sie",. Warum rücken Sie mit der Spr,6,"transfer(herr_von_wagehals, [audience, fraeulein_amalie], knowledge(herr_von_wagehals, in_love_with(fraeulein_amalie, herr_von_wagehals)))",false
176012,176041,Sechster Auftritt,Sechster Auftritt,-1,-1,n's nicht länger verschweigen.,Sie hat sich in mich verliebt,": sie will              mich ",7,"transfer(herr_von_wagehals, frau_von_tiefenborn, in_love_with(fraeulein_amalie, herr_von_wagehals))",false
63772,63786,Sechster Auftritt,Sechster Auftritt,-1,-1,"  Das ist mir von Herzen leid,",Frau Schwester,": allein, lassen Sie denn auch",8,Papierkorb,false
4224,4251,Erster Auftritt,Erster Auftritt,-1,-1,.            Je nun! freilich,hat sie noch eine Schwester,: aber sie wird ihr Vermögen d,9,"transfer(fraeulein_amalie, audience, siblings(frau_von_tiefenbronn, SIBLING2[FRAU_VON_TIEFENBRONN]))",false
