begin,end,begin_segment,end_segment,begin_line,end_line,leftContext,surface,rightContext,entityNum,entityLabel,entityGroup
213620,213670,Achter Auftritt,Achter Auftritt,-1,-1,"            FRÄULEIN AMALIE.",Ich heiße Euphemia Rebekka Amalia von Kaltenbrunn.,"NOTARIUS            schreibt ",0,Papierkorb,false
217604,217639,Achter Auftritt,Achter Auftritt,-1,-1,"          FRAU VON TIEFENBORN.","Ja, als meinem verlobten Bräutigam.",Herr von Kaltenbrunn und Fräul,1,"transfer(frau_von_tiefenborn, [fraeulein_amalie, fraeulein_karoline, herr_von_wagehals, ""Dr. Schlagbalsam"", dr_hippokras, herr_von_kaltenbrunn, herr_von_kreuzweg, herr_von_ziegendorf, notarius], engaged(frau_von_tiefenborn, herr_von_ziegendorf))",false
33629,33675,Dritter Auftritt,Dritter Auftritt,-1,-1,"           Person zu belachen,",die ich im Leben als eine Mutter verehret habe,. Sie küßt                ihr,2,"transfer(fraeulein_karoline, [fraeulein_amalie, frau_von_tiefenborn, audience], fosterparent_of(frau_von_tiefenborn, fraeulein_karoline))",false
63772,63786,Sechster Auftritt,Sechster Auftritt,-1,-1,"  Das ist mir von Herzen leid,",Frau Schwester,": allein, lassen Sie denn auch",3,Papierkorb,false
223390,223441,Neunter Auftritt,Neunter Auftritt,-1,-1,KAROLINE            lächelnd.,"Ersparen Sie sich die Mühe, mein Herr von Kreuzweg.","Ich habe nur gar zu deutlich ",4,"transfer(fraeulein_karoline, [fraeulein_amalie, fraeulein_karoline, herr_von_wagehals, ""Dr. Schlagbalsam"", dr_hippokras, herr_von_kaltenbrunn, herr_von_kreuzweg, herr_von_ziegendorf, notarius], !in_love_with(fraeulein_karoline, herr_von_kreuzweg))",false
212963,213008,Achter Auftritt,Achter Auftritt,-1,-1,"              DR. HIPPOKRAS.",Meine Name ist Pankratius Mammertus Hippokras,", Medicinae Doktor.          ",5,Papierkorb,false
213958,213989,Achter Auftritt,Achter Auftritt,-1,-1,"            FRÄULEIN KAROLINE.",Judith Karoline von Kaltenbrunn,", eine Bedienung habe ich nich",6,Papierkorb,false
176012,176041,Sechster Auftritt,Sechster Auftritt,-1,-1,n's nicht länger verschweigen.,Sie hat sich in mich verliebt,": sie will              mich ",7,"transfer(herr_von_wagenhals, frau_von_tiefenborn, in_love_with(fraeulein_amalie, herr_von_wagehals))",false
69035,69048,Siebenter Auftritt,Siebenter Auftritt,-1,-1,"           So? meinen Sie das,",Herr Schwager,. Ich bin doch aber schon vier,8,"transfer(frau_von_tiefenborn, audience, siblings-in-law(frau_von_tiefenborn, herr_von_ziegendorf))",false
211378,211406,Achter Auftritt,Achter Auftritt,-1,-1,GENDORF.            Freilich!,Ich heiße Wunnibald Agathon.,"NOTARIUS            schreibt ",9,Papierkorb,false
141838,141860,Zweiter Auftritt,Zweiter Auftritt,-1,-1,"            DR. SCHLAGBALSAM.",Ich heiße Schlagbalsam,mit meinem christlichen Zuname,10,Papierkorb,false
182044,182055,Erster Auftritt,Erster Auftritt,-1,-1,"         Freilich, er hat Frau",und Kinder.,FRÄULEIN AMALIE            ve,11,Papierkorb,false
169839,169867,Fünfter Auftritt,Fünfter Auftritt,-1,-1,freilich! Ich erbe ja noch von,meiner seligen Mutter Bruder,"einmal alles.              ",12,"transfer(fraeulein_amalie, [herr_von_wagehals, audience], siblings(SIBLING-1[FRAU_VON_TIEFENBORN], SIBLING-2[FRAU_VON_TIEFENBORN]))",false
169985,170006,Fünfter Auftritt,Fünfter Auftritt,-1,-1,"           Je! der hat ja noch",zween lebendige Söhne,"am Leben!                  ",13,"transfer(herr_von_wagehals, audience, child_of(SIBLING-2[FRAU_VON_TIEFENBORN], CHILD[SIBLING-2[FRAU_VON_TIEFENBORN]]))",false
263,372,document,document,-1,-1,"enborn, eine alte reiche Witwe","Fräulein Karoline,          Fräulein Amalie,          Herr von Kaltenbrunn          ihrer Schwester Kinder","Herr Hauptmann von Wagehals  ",14,"transfer(""Figurentafel"", audience, siblings([fraeulein_karoline, fraeulein_amalie], herr_von_kaltenbrunn))",false
217974,218000,Achter Auftritt,Achter Auftritt,-1,-1," VON WAGEHALS.            Ja,",so mag ich sie auch nicht!,Mit einer Bettlerin ist mir ni,15,"transfer(herr_von_wagehals, [fraeulein_amalie, fraeulein_karoline, herr_von_wagehals, ""Dr. Schlagbalsam"", dr_hippokras, herr_von_kaltenbrunn, herr_von_kreuzweg, herr_von_ziegendorf, notarius], !in_love_with(herr_von_wagehals, fraeulein_amalie))",false
214305,214347,Achter Auftritt,Achter Auftritt,-1,-1,"         HERR VON KALTENBRUNN.",Albanus Basilius Torpetus von Kaltenbrunn.,"NOTARIUS            schreibt ",16,Papierkorb,false
71233,71254,Siebenter Auftritt,Siebenter Auftritt,-1,-1,"            Ach! ich denke an",meinen seligen Gemahl,"!                        ",17,"transfer(frau_von_tiefenborn, audience, widow:er_of(frau_von_tiefenborn, HUSBAND[FRAU_VON_TIEFENBORN]))",false
212390,212431,Achter Auftritt,Achter Auftritt,-1,-1,WEG.            Mein Name ist,Arnolphus Carpasius Volkmar von Kreuzweg.,"NOTARIUS            schreibt ",18,Papierkorb,false
176805,176835,Sechster Auftritt,Sechster Auftritt,-1,-1,"   Die Sache klingt sehr groß.",Ich glaube sie nur noch nicht.,"HERR VON WAGEHALS.           ",19,"transfer(herr_von_wagenhals, frau_von_tiefenborn, in_love_with(fraeulein_amalie, herr_von_wagehals), uncertain)",false
211698,211725,Achter Auftritt,Achter Auftritt,-1,-1,"            HERR VON WAGEHALS.",Beuterich Putz von Wagehals,", Hauptmann unterm Brichhalsis",20,Papierkorb,false
206712,206740,Achter Auftritt,Achter Auftritt,-1,-1,"          FRAU VON TIEFENBORN.",Ich heiße Veronika Eustasia.,"NOTARIUS            schreibt ",21,Papierkorb,false
182032,182043,Erster Auftritt,Erster Auftritt,-1,-1,"GENDORF.            Freilich,",er hat Frau,"und Kinder.                ",22,Papierkorb,false
263,372,document,document,-1,-1,"enborn, eine alte reiche Witwe","Fräulein Karoline,          Fräulein Amalie,          Herr von Kaltenbrunn          ihrer Schwester Kinder","Herr Hauptmann von Wagehals  ",23,"transfer(""Figurentafel"", audience, child_of([fraeulein_amalie, fraeulein_karoline, herr_von_kaltenbrunn], SIBLING-1[FRAU_VON_TIEFENBORN]))",false
