begin,end,leftContext,surface,rightContext,entityNum,entityLabel,entityGroup
56250,56372,"          Dir ein Geheimnis? –","Klytämnestra hat
              Mit Hilf' Ägisthens den Gemahl berückt,
              Am Tage seiner Rückkehr ihn ermordet!","–
              Ja, du verehre",0,"transfer(pylades, [audience, iphigenie], dead(""Agamemnon""))",false
26267,26272,zwischen beiden Schwestern nun,Orest,",
              Der Liebling, ",1,"transfer(iphigenie, [audience, thoas], siblings(iphigenie, orest))",false
64258,64300,"
          
            OREST.","Nein, doch ihr eigen Blut gab ihr den Tod.","IPHIGENIE.
            
      ",2,"transfer(orest, [audience, iphigenie], dead(""Klytämnestra""))",false
52761,52777,"          Ich bin der jüngste,",Cephalus genannt,",
              Und er Laodama",3,"transfer(pylades, [audience, iphigenie], identity(pylades, ""Cephalus""), lie)",false
123664,123675," verlassen hat – es ist Orest,",Mein Bruder,", und der andre sein Vertraute",4,"transfer(iphigenie, thoas, siblings(iphigenie, orest))",false
10304,10342,was du tust und was dir nützt.,Seitdem der König seinen Sohn verloren,",
              Vertraut er we",5,"transfer(arkas, audience, dead(SON[THOAS]))",false
56250,56372,"          Dir ein Geheimnis? –","Klytämnestra hat
              Mit Hilf' Ägisthens den Gemahl berückt,
              Am Tage seiner Rückkehr ihn ermordet!","–
              Ja, du verehre",6,"transfer(pylades, [audience, iphigenie], murderer_of(""Klytämnestra"", ""Agamemnon""))",false
83778,83799," ihr auch schon herabgekommen?","Wohl, Schwester, dir!","Noch fehlt Elektra:
          ",7,"transfer(orest, pylades, identity(""Priesterin"", iphigenie))",false
67367,67587," man von seinem Tode sprechen!","Wie gärend stieg aus der Erschlagnen Blut
              Der Mutter Geist
              Und ruft der Nacht uralten Töchtern zu:
              ›Laßt nicht den Muttermörder entfliehn!
               Verfolgt den Verbrecher!","Euch ist er geweiht!‹
        ",8,"transfer(orest, [audience, iphigenie], murderer_of(orest, ""Klytämnestra""))",false
19998,20031," nützt.
              Vernimm!",Ich bin aus Tantalus' Geschlecht.,"THOAS.
            
          ",9,"transfer(iphigenie, [audience, thoas], relatives(iphigenie, ""Tantalus""))",false
2683,2720," auf dich, Diana, die du mich,",Des größten Königes verstoßne Tochter,",
              In deinen heil",10,"transfer(iphigenie, audience, parent_of(PARENT-1[IPHIGENIE], iphigenie))",false
75141,75192,"erzen an:
              Orest,","ich bin's! Sieh Iphigenien!
              Ich lebe!","OREST.
            Du!
       ",11,"transfer(iphigenie, orest, !dead(iphigenie))",false
52800,52808," genannt,
              Und er",Laodamas,", der älteste
              De",12,"transfer(pylades, [audience, iphigenie], identity(orest, ""Laodamas""), lie)",false
25909,25921,"ehn.
              Ihm brachte",Klytämnestra,"mich, den Erstling
           ",13,"transfer(iphigenie, [audience, thoas], identity(PARENT-2[IPHIGENIE], ""Klytämnestra""))",false
2933,2942,"    Wenn du den göttergleichen",Agamemnon,",
              Der dir sein L",14,"transfer(iphigenie, audience, identity(PARENT-1[IPHIGENIE], ""Agamemnon""))",false
75259,75262,"
          
            OREST.",Du!,"IPHIGENIE.
            Mein Br",15,"transfer(iphigenie, orest, identity(SIBLING[OREST], iphigenie))",false
123636,123648,"       Und nun verlassen hat –",es ist Orest,",
              Mein Bruder, u",16,"transfer(iphigenie, thoas, identity(""Laodamas"", orest))",false
5370,5376," Seele
              An Vater,",Mutter,"und Geschwister band,
        ",17,"transfer(iphigenie, [audience, arkas], parent_of(PARENT-2[IPHIGENIE], iphigenie))",false
2796,2809,"rm genommen.
              Ja,",Tochter Zeus',", wenn du den hohen Mann,
    ",18,"transfer(iphigenie, audience, child_of(diana, zeus))",false
5381,5392,"          An Vater, Mutter und",Geschwister,"band,
              Die neuen ",19,"transfer(iphigenie, [audience, arkas], siblings(SIBLINGS[IPHIGENIE], iphigenie))",false
25966,25979,"tling
              Der Liebe,",dann Elektren,". Ruhig herrschte
            ",20,"transfer(iphigenie, [audience, thoas], parent_of(""Klytämnestra"", ""Elektra""))",false
3120,3134,"nem Vaterland zurückbegleitet,",Die Gattin ihm,", Elektren und den Sohn,
     ",21,"transfer(iphigenie, audience, spouses(""Agamemnon"", SPOUSE[AGAMEMNON]))",false
115221,115263,h nun ein eigen Schicksal aus.,Durch Schmeichelei gewann sie mir das Herz,":
              Nun widersteh'",22,"transfer(thoas, audience, in_love_with(thoas, iphigenie))",false
36216,36246,"ettung
              Im Tempel",seiner vielgeliebten Schwester,",
              Die über Tauri",23,"transfer(orest, audience, siblings(diana, apollo))",false
3145,3157,"      Die Gattin ihm, Elektren",und den Sohn,",
              Die schönen Sc",24,"transfer(iphigenie, audience, child_of(CHILD[AGAMEMNON], ""Agamemnon""))",false
