begin,end,leftContext,surface,rightContext,entityNum,entityLabel,entityGroup
108486,108624,"  ANNINA
          auf sie zu.","Der junge Kavalier
            und die Fräuln Braut, verstehts?
            waren im geheimen
            schon recht vertraut, verstehts?",Valzacchi und der Almosenier z,0,"transfer(annina, die_lerchenauischen, in_love_with(octavian, sophie))",false
71774,71889,"d wohlgeborenen Jungfer Braut,","in meines Herrn Vetters,
            dessen zu Lerchenau Namen,
            die Rose seiner Liebe überreichen darf.","SOPHIE
          nimmt die Ros",1,"transfer(octavian, sophie, in_love_with(der_baron, sophie))",false
141580,141623,", aber gebildeter Sprechweise.","Es ist mein Mann, ich leg Beschlag auf ihn!","Gott ist mein Zeuge, Sie sind ",2,"transfer(annina, [der_baron, octavian, audience, wirt], spouses(der_baron, annina), lie)",false
144776,144839," auf
            den Baron zu.","DIE KINDER
          durchdringend.
          Papa! Papa! Papa!","ANNINA.
          Hörst du die",3,"transfer(die_kinder, [der_baron, wirt, octavian, audience], child_of(die_kinder, der_baron), lie)",false
75127,75137,"IAN.
          Sie kennt mich,",ma cousine,"?
        
        
          ",4,"transfer(octavian, audience, cousins(octavian, sophie))",false
103529,103550," respektiert,
             und",wär Er nicht verwandt,", es wär mir jetzo schwer,
   ",5,"transfer(der_baron, audience, relatives(der_baron, octavian))",false
124225,124413," Den Sonntagabend hätt i frei.","Sie ham mir schon gefallen, nur geschamt
            hab i mi vor die Fürstli'n Gnadn
            weil i noch gar so jung bin. Das bewußte Mariandel,
            Kammerzofel und Verliebte.",Wenn der Herr Kavalier den Nam,6,"transfer(""Brief"", der_baron, in_love_with(""Kammerzofe"", der_baron))",false
6884,6893," 
        
          OCTAVIAN.",Bichette!,"MARSCHALLIN.
          Quin-qu",7,"transfer(octavian, audience, has_name(marschallin, ""Bichette""))",false
157921,157979,"   
            Meine Tochter?","Da der Fetzen
            gibt sich für meine Tochter aus?","DER BARON
          gezwungen ",8,"transfer(faninal, kommissarius, !child_of(""Kammerzofe"", faninal))",false
7855,7866,"       Heute nacht hat dir von",deinem Mann,"geträumt?
        
        
  ",9,"transfer(octavian, audience, spouses(""Feldmarschall"", marschallin))",false
24669,24686,ft – wen denn nur? Ich werde –,den Vetter Jörger,"? Wie? Den Vetter Lamberg?
   ",10,"transfer(marschallin, audience, cousins([der_baron, marschallin], ""Jörger""))",false
13219,13461,bt Er denn? Wo steckt Er denn?,"OCTAVIAN
          in einem Frauenrock und Jäckchen, das Haar mit einem Schnupftuch und einem Bande,
            wie in einem Häubchen, tritt hervor, knixt.
          Befehln fürstli' Gnadn, i bin halt noch nit recht lang in fürstli'n Dienst.","MARSCHALLIN.
          
      ",11,"transfer(""Octavian verkleidet sich"", marschallin, identity(octavian, ""Kammerzofe""))",false
