begin,end,leftContext,surface,rightContext,entityNum,entityLabel,entityGroup
130960,131137,eh da! unsere schöne Gräfin. –,"Wie sehr betaure ich, Madame, daß ich mir die Ehre
              Ihres Besuchs für heute so wenig zu Nutze machen kann! Ich bin beschäftiget. Ich bin
              nicht allein.","– Ein andermal, meine liebe Gr",0,"transfer(der_prinz, orsina, !in_love_with(der_prinz, orsina))",false
107407,107428,". – Kommen Sie, gnädige Frau –",Ihre Tochter ist hier,";
              in einem von d",1,"transfer(marinelli, claudia, !dead(emilia))",false
161085,161102,"         
            ODOARDO.",Der Graf ist tot.,"MARINELLI.
            Um so v",2,"transfer(odoardo, marinelli, dead(appiani), already-known)",false
117987,118094,"     Also, kurz und einfältig.","Da ich die Sache übernahm, nicht wahr, da wußte Emilia von
              der Liebe des Prinzen noch nichts?","Emiliens Mutter noch weniger. ",3,"transfer(marinelli, [der_prinz, audience], knowledge(emilia, in_love_with(der_prinz, emilia)))",false
112007,112090,"       
            MARINELLI.",Wenn ich Ihnen vorher gesagt hätte? – Als ob sein Tod in meinem Plane gewesen wäre!,Ich hatte es dem Angelo auf di,4,"transfer(marinelli, der_prinz, dead(appiani))",false
21515,21592,"     So gut, wie gar nichts. –","Denn daß die Verbindung des Grafen Appiani heute vollzogen
              wird",", – ist nicht viel mehr, als g",5,"transfer(marinelli, [der_prinz, audience], engaged(appiani, BRIDE[APPIANI]))",false
41977,42089,ll er: ein bloßer Spazierritt.,"Seine Tochter wird, heut' Abend, auf dem
              Gute, von dem er herkömmt, dem Grafen Appiani angetrauet.","Er kann die Zeit nicht
       ",6,"transfer(pirro, angelo, engaged(emilia, appiani))",false
238,256,"do,
          Claudia Galotti,",Eltern der Emilia.,"Hettore Gonzaga, Prinz von Gua",7,"transfer(""Figurentafel"", audience, parent_of(odoardo, emilia))",false
23822,23857,"       
            MARINELLI.",Es ist eine gewisse Emilia Galotti.,"DER PRINZ.
            Wie, Ma",8,"transfer(marinelli, [der_prinz, audience], identity(BRIDE[APPIANI], emilia))",false
70082,70160,"leich an den Herzog von Massa,","in Angelegenheit seiner
              Vermählung mit dessen Prinzessin Tochter",", einen Bevollmächtigten sende",9,"transfer(marinelli, appiani, engaged(der_prinz, ""Prinzessin von Massa""))",false
134700,134722,"       
            MARINELLI.",Es ist Emilia Galotti.,"ORSINA.
            Wer? – Emi",10,"transfer(marinelli, orsina, identity(BRIDE[APPIANI], emilia))",false
94926,94948,ter uns ward sogar geschossen.,Sie ist vielleicht tot,"; – und ich lebe? –
          ",11,"transfer(emilia, [marinelli, audience], dead(claudia), uncertain)",false
153564,153589,"         
            CLAUDIA.",Wissen kann sie es nicht.,"Aber ich fürchte, daß sie es a",12,"transfer(claudia, odoardo, !knowledge(emilia, dead(appiani)))",false
112539,112604,"       
            MARINELLI.","Daß Angelo sodann in Wut kam, und den Tod seines Gefährten rächte","–
          
          
      ",13,"transfer(marinelli, der_prinz, murderer_of(angelo, appiani))",false
3009,3049,"            wieder wegwirft. –",Nun ja; ich habe sie zu lieben geglaubt!,"Was glaubt man
              n",14,"transfer(der_prinz, [der_kammerdiener, audience], !in_love_with(der_prinz, orsina))",false
