begin,end,leftContext,surface,rightContext,entityNum,entityLabel,entityGroup
281,299,"     Eustache, seine Gemahlin.","Ottokar, ihr Sohn.","Johann, Ruperts natürlicher So",0,"transfer(""Figurentafel"", audience, child_of(ottokar, rupert))",false
121201,121231,"         
            OTTOKAR.","Nun, ich will's nicht leugnen.","–
          
          
      ",1,"transfer( ottokar, [agnes, audience], knowledge(ottokar, identity(LOVER[OTTOKAR], agnes)))",false
188287,188321,"       
            SYLVESTER.","Er, er ist
              Hinüber –","Er wendet sich.
            Ic",2,"transfer(sylvester, gertrude, knowledge(sylvester, dead(jeronimus)))",false
245,270,"nstein, aus dem Hause Rossitz.","Eustache, seine Gemahlin.","Ottokar, ihr Sohn.
          J",3,"transfer(""Figurentafel"", audience, spouses(rupert, eustache))",false
541,561,", Stiefschwester der Eustache.","Agnes, ihre Tochter.","Jeronimus von Schroffenstein, ",4,"transfer(""Figurentafel"", audience, child_of(agnes, gertrude))",false
97596,97649,"hien's fast, wie im Wahnsinn –","sprach
              Von Liebe, daß er mich vergöttre","– nannte
              Bald ei",5,"transfer(agnes, [sylvester, jeronimus, gertrude], in_love_with(johann, agnes))",false
95428,95462,"       Sie rührt sich – horch?","Sie atmet – ja sie lebt, sie lebt!","SYLVESTER.
            
      ",6,"transfer(jeronimus, [sylvester, gertrude, audience], !dead(agnes))",false
240564,240574,"            Gelungen. – Flieh!",Er stirbt.,"BARNABE.
            
        ",7,"transfer(""Rupert ersticht COSTUME[AGNES]"", [audience, agnes], dead(ottokar))",false
241911,241927,"  Die Hölle ruft dich, Mörder!",Er ersticht sie.,"AGNES.
            Ach!
      ",8,"transfer(""Sylvester ersticht COSTUME[OTTOKAR]"", sylvester, murderer_of(sylvester, ottokar))",false
186794,186816,"e
              Entsetzenstat?",Jerome ist erschlagen.,Gertrude gibt ihr ein bejahend,9,"transfer(agnes, gertrude, dead(jeronimus))",false
121287,121330,"
          
            AGNES.","Wahrhaftig? Nun ich weiß auch, wer du bist!","OTTOKAR.
            Nun?
    ",10,"transfer(agnes, [ottokar, audience], knowledge(agnes, identity(LOVER[AGNES], ottokar)))",false
183785,183847,Weg selbst zur Versöhnung dir.,"Die Kinder lieben sich, ich habe sichre
              Beweise.","–
            
          
    ",11,"transfer(eustache, rupert, lovers(ottokar, agnes))",false
7579,7589,"o, meinst du, soll ich warten,",Peters Tod,"Nicht rächen, bis ich Ottokars",12,"transfer(rupert, audience, has_name(CHILD[EUSTACHE], ""Peter""))",false
234447,234530,ie kommen! Ritter! Sie kommen!,"Ottokar wirft schnell Agnes' Oberkleid über, und setzt ihren Hut
              auf.","AGNES.
            Wer soll de",13,"transfer(""Verkleidung"", [audience, barnabe, agnes], identity(ottokar, COSTUME[AGNES]))",false
245511,245583,"
          
            RUPERT","erblickt Agnes' Leiche.
            
              Mein Sohn! Mein Sohn!","Ermordet!
              Zu mei",14,"transfer(""Leiche von COSTUME[OTTOKAR]"", rupert, dead(ottokar))",false
217445,217483,"          Das ist nicht alles.","Rupert
              Kennt deine Liebe",". –
            
          
  ",15,"transfer(eustache, ottokar, knowledge(rupert, lovers(ottokar, agnes)))",false
30919,31118,bereilt hast du die Auflösung.,"Nicht wahr, das Mädchen, dessen Schleier hier,
              Ist Agnes nicht, nicht Agnes Schroffenstein?
            
          
          
            JOHANN.
            Ich sag dir ja, sie ist es",".
          
          
      ",16,"transfer(johann, [ottokar, audience], identity(LOVER[OTTOKAR], agnes), uncertain)",false
241998,242009,"       AGNES.
            Ach!",Sie stirbt.,Sylvester läßt sich auf ein Kn,17,"transfer(""COSTUME[OTTOKAR] stirbt"", audience, dead(agnes))",false
47897,47919,"ter nun,
              Als sie",den neugebornen Knaben,"tot
              Erblickte, d",18,"transfer(sylvester, audience, child_of(CHILD[EUSTACHE], eustache)) ",false
235818,235859,dein Gespenst zu deinem Vater!,"Er ersticht Ottokar, der fällt ohne Laut.","Pause.
          
          
 ",19,"transfer(""Rupert ersticht COSTUME[AGNES]"", [rupert, santing], murderer_of(rupert, agnes))",false
281,299,"     Eustache, seine Gemahlin.","Ottokar, ihr Sohn.","Johann, Ruperts natürlicher So",20,"transfer(""Figurentafel"", audience, child_of(ottokar, eustache))",false
102024,102094,"             Weiß nur so viel,","daß sein Namen
              Johann, und er ein unecht Kind des Rupert",",
              – Daß er den R",21,"transfer(jeronimus, [sylvester, agnes], child_of(johann, rupert))",false
502,530,"Gertrude, Sylvesters Gemahlin,",Stiefschwester der Eustache.,"Agnes, ihre Tochter.
         ",22,"transfer(""Figurentafel"", audience, stepsiblings(gertrude, eustache))",false
253184,253232,"       Ich selbst! Ich selbst!",Zweimal die Brust durchbohrt! Zweimal die Brust.,"URSULA
            tritt auf.
",23,"transfer(""Identifikation von COSTUME[AGNES]"", [rupert, eustache, sylvester, johann, sylvius, gertrude], murderer_of(rupert, ottokar)) ",false
541,561,", Stiefschwester der Eustache.","Agnes, ihre Tochter.","Jeronimus von Schroffenstein, ",24,"transfer(""Figurentafel"", audience, child_of(agnes, sylvester))",false
69576,69582,"         
            OTTOKAR.",Maria!,"Willst du nicht besser von
   ",25,"transfer(ottokar, [audience, agnes], has_name(agnes, ""Maria""))",false
