begin,end,leftContext,surface,rightContext,entityNum,entityLabel,entityGroup
107198,107214,meine Tochter. – Wo ist sie? –,Wie? auch tot? –,"Was konnte meine
             ",0,"transfer(claudia, [audience, marinelli], dead(emilia), uncertain)",false
192,256,"sonen.
        Emilia Galotti.","Odoardo,
          Claudia Galotti,
          Eltern der Emilia.","Hettore Gonzaga, Prinz von Gua",1,"transfer(""Figurentafel"", audience, parent_of(odoardo, emilia))",false
16847,17269," wahr, daß ich dich besitze? –","Wer
              dich auch besäße, schönres Meisterstück der Natur! – Was Sie dafür wollen, ehrliche
              Mutter! Was du willst, alter Murrkopf! Fodre nur! Fodert nur ! – Am liebsten kauft'
              ich dich, Zauberin, von dir selbst! – Dieses Auge voll Liebreiz und Bescheidenheit!
              Dieser Mund! und wenn er sich zum Reden öffnet! wenn er lächelt! Dieser Mund! – Ich
              höre kommen.",– Noch bin ich mit dir zu neid,2,"transfer(der_prinz, audience, in_love_with(der_prinz, emilia))",false
153459,153589,"Sich
                zwingend.","Weiß es Emilia, daß Appiani tot ist?
            
          
          
            CLAUDIA.
            Wissen kann sie es nicht.","Aber ich fürchte, daß sie es a",3,"transfer(claudia, [audience, odoardo], !knowledge(emilia, dead(appiani)))",false
134700,134722,"       
            MARINELLI.",Es ist Emilia Galotti.,"ORSINA.
            Wer? – Emi",4,"transfer(marinelli, orsina, identity(FIANCÉE[APPIANI], emilia))",false
146613,146629,undet worden? Nur verwundet? –,Appiani ist tot!,"ODOARDO.
            Tot? tot?",5,"transfer(orsina, odoardo, dead(appiani))",false
88815,88852,"          
            ANGELO.",Blitz! der Graf hatte ihn gut gefaßt.,Dafür faßt' ich auch wieder de,6,"transfer(angelo, [audience, marinelli], murderer_of(""Nicolo"", appiani))",false
107407,107558,". – Kommen Sie, gnädige Frau –","Ihre Tochter ist hier;
              in einem von den nächsten Zimmern: und hat sich hoffentlich von ihrem Schrecken schon
              völlig erholt.","Mit der zärtlichsten Sorgfalt ",7,"transfer(marinelli, claudia, !dead(emilia))",false
20624,20656,"ine Beziehung über die andere,",die ihr gefoltertes Herz verriet,". Mit
              dem lustig",8,"transfer(marinelli, der_prinz, in_love_with(orsina, der_prinz))",false
168776,168827,"       
            MARINELLI.",Daß ein Nebenbuhler ihn aus dem Wege räumen lassen.,"ODOARDO
            bitter.
  ",9,"transfer(marinelli, odoardo, in_love_with(LOVER[EMILIA], emilia))",false
