begin,end,leftContext,surface,rightContext,entityNum,entityLabel,entityGroup
7525,7538,"          Da kommen die Kamele",meines Vaters,"!
              Horch! seine s",0,"transfer(daja, audience, knowledge(recha, parent_of(nathan, recha)))",false
247917,248049,"   
            KLOSTERBRUDER.","Der Herr, von welchem ichs Euch brachte,
              War – ist mir recht – ein Herr von Filneck. – Wolf
              Von Filneck!","NATHAN.
            Richtig!
 ",1,"transfer(klosterbruder, [nathan, audience], parent_of(""Wolf von Filneck"", recha))",false
196572,196681,"TEMPELHERR
            hastig.","Und Nathan?
          
          
            DAJA.
            
              Nicht
              Ihr Vater!","TEMPELHERR.
            
     ",2,"transfer(daja, tempelherr, !parent_of(nathan, recha))",false
65349,65442,"   Ich bin ein plumper Schwab.","Des Mädchens Bild
              Ist längst aus meiner Seele; wenn es je
              Da war.","DAJA.
            Doch Eures i",3,"transfer(tempelherr, [audience, daja], !in_love_with(tempelherr, recha))",false
219210,219221," Ihn reiten, und allein! – Ah,",Lilla starb,"Vor Gram, und hat mirs nie ver",4,"transfer(saladin, [audience, sittah], dead(""Lilla""))",false
317477,317571,"   Euch! – Aber Rechas Bruder?","Rechas Bruder ...
            
          
          
            NATHAN.
            Seid Ihr!","TEMPELHERR.
            Ich? i",5,"transfer(nathan, [tempelherr, audience], siblings(tempelherr, recha))",false
316568,316895,"          
            NATHAN.","Euer Vater ...
          
          
            TEMPELHERR.
            
              Wie? auch den
              Habt Ihr gekannt? Auch den?
            
          
          
            NATHAN.
            Er war mein Freund.
          
          
            TEMPELHERR.
            War Euer Freund? Ists möglich, Nathan!","...
          
          
    ",6,"transfer(nathan, [tempelherr, audience], dead(PARENT[TEMPELHERR]))",false
315728,315972,utter – die war eine Stauffin.,"Ihr Bruder, Euer Ohm, der Euch erzogen,
              Dem Eure Eltern Euch in Deutschland ließen,
              Als, von dem rauhen Himmel dort vertrieben,
              Sie wieder hier zu Lande kamen: – Der
              Hieß Curd von Stauffen","; mag an Kindesstatt
         ",7,"transfer(nathan, audience, has_name(UNCLE[TEMPELHERR], ""Curd von Stauffen""))",false
314774,314869,"      
            TEMPELHERR.","Wie heiß ich denn?
          
          
            NATHAN.
            Heißt Leu von Filneck.","TEMPELHERR.
            Wie?
 ",8,"transfer(nathan, tempelherr, has_name(tempelherr, ""Leu von Filneck""))",false
191773,191914," hier zusammen.) – Liebe Daja,","Nehmt für gestanden an, was Ihr verlangt:
              Daß ich sie liebe; daß ich nicht begreife,
              Wie ohne sie ich leben werde","; daß ...
            
       ",9,"transfer(tempelherr, daja, in_love_with(tempelherr, recha))",false
319307,319340,"          
            NATHAN.","Blanda
              Von Filneck!","TEMPELHERR.
            
     ",10,"transfer(nathan, [recha, audience, saladin, sittah, tempelherr], has_name(recha, ""Blanda von Filneck""))",false
465,499,ein reicher Jude in Jerusalem.,"Recha, dessen angenommene Tochter.","Daja, eine Christin, aber in d",11,"transfer(""Figurentafel"", audience, fosterchild_of(recha, nathan)) ",false
380,405,"nen.
          Sultan Saladin.","Sittah, dessen Schwester.","Nathan, ein reicher Jude in Je",12,"transfer(""Figurentafel"", audience, siblings(sittah, saladin))",false
118425,118435,des Geschlechts schon mehrere.,Mein Oheim,"selbst, – mein Vater will ich ",13,"transfer(tempelherr, nathan, uncle_of(UNCLE[TEMPELHERR], tempelherr))",false
322363,322390,"          
            NATHAN.",Noch wissen sie von nichts!,"Noch stehts bei dir
          ",14,"transfer(nathan, saladin, !knowledge([tempelherr, recha], parent_of(""Assad"", tempelherr)))",false
33364,33374,"zes, – denn des größern waltet",Sein Vater,noch – des Schatzes für sein H,15,"transfer(derwisch, nathan, parent_of(""PARENT_OF[SALADIN]"", saladin))",false
175758,175771,"tnen Lebens,
              Hat",meine Tochter,"aus dem Feu'r gerettet.
      ",16,"transfer(nathan, saladin, child_of(CHILD[NATHAN], nathan))",false
231151,231245,st für sie getan soll haben: –,"Dies Mädchen selbst, ist seine Tochter – nicht;
              Ist ein verzettelt Christenkind.","SALADIN.
            
        ",17,"transfer(tempelherr, saladin, !parent_of(nathan, recha))",false
118446,118471,"          Mein Oheim selbst, –",mein Vater will ich sagen,", –
              Doch warum s",18,"transfer(tempelherr, nathan, fosterparent_of(UNCLE[TEMPELHERR], tempelherr))",false
321860,321922,"         
            SALADIN.","Mein Bruder! ganz gewiß! Mein Assad! ganz
              Gewiß!","NATHAN.
            
         ",19,"transfer(saladin, [nathan, audience], identity(""Wolf von Filneck"", ""Assad""), uncertain)",false
117839,117877,"      
            TEMPELHERR.",Mein Name war – ist Curd von Stauffen.,"– Curd!
          
          
",20,"transfer(tempelherr, nathan, has_name(tempelherr, ""Curd von Stauffen""))",false
257163,257219,"          
            NATHAN.","Hieß nicht ihr Bruder
              Conrad von Stauffen?","– und war Tempelherr?
        ",21,"transfer(nathan, audience, has_name(UNCLE[RECHA], ""Conrad von Stauffen""))",false
247401,247611,genheit gegeben haben. – Sagt:,"Hat Euch ein Reitknecht nicht vor achtzehn Jahren
              Ein Töchterchen gebracht von wenig Wochen?
            
          
          
            NATHAN.
            Wie das? – Nun freilich – allerdings","–
          
          
      ",22,"transfer(klosterbruder, nathan, knowledge(klosterbruder, fosterchild_of(FOSTERCHILD[NATHAN], nathan)))",false
316969,317011,"          
            NATHAN.","Nannte
              Sich Wolf von Filneck","; aber war kein Deutscher ...
",23,"transfer(nathan, tempelherr, has_name(PARENT[TEMPELHERR], ""Wolf von Filneck""))",false
316317,316335,Nathan! – Allerdings! So ists!,Er selbst ist tot.,"Ich kam erst mit der letzten
 ",24,"transfer(tempelherr, [nathan, audience], dead(UNCLE[TEMPELHERR]))",false
228044,228192,"      
            TEMPELHERR.","Daß diesem Eindruck, auf das liebliche
              Geschwätz des Vaters hin, mein rasches Herz
               So wenig Widerstand entgegen setzte!","–
              Ich Tropf! ich",25,"transfer(tempelherr, saladin, in_love_with(tempelherr, recha))",false
65508,65539," 
          
            DAJA.",Doch Eures ist aus ihrer nicht.,"TEMPELHERR.
            Was so",26,"transfer(daja, [tempelherr, audience], in_love_with(recha, tempelherr))",false
287170,287208,"          
            NATHAN.",Besonders hat ein Bruder sich gefunden,",
              Bei dem Ihr um",27,"transfer(nathan, [tempelherr, audience], siblings(SIBLING[RECHA], recha))",false
20556,20589,"da es viele zwanzig Jahre her,",Daß dieser Bruder nicht mehr lebt,", – er hieß,
              Ich",28,"transfer(daja, [nathan, audience], dead(SIBLING[SALADIN]))",false
218729,218796,st er! – War er! war er! ah! –,"Ah wackrer lieber Junge, daß ich dich
              So früh verlor!","Was hätt' ich erst mit dir,
  ",29,"transfer(saladin, [sittah, audience], dead(""Assad""))",false
322868,322912,"d es, Sittah, sind! Sie sinds!",Sind beide meines ... deines Bruders Kinder!,"Er rennt in ihre Umarmungen.
 ",30,"transfer(saladin, [sittah, recha, tempelherr], parent_of(""Assad"", recha))",false
312920,313059,"          
            NATHAN.","Ihr Bruder!
          
          
            SALADIN.
            Rechas Bruder?
          
          
            NATHAN.
            Ja!","RECHA.
            
          ",31,"transfer(nathan, saladin, SIBLINGS(SIBLING[RECHA], recha))",false
178351,178448,mein Tod. – Ist das nun Liebe:,"So – liebt der Tempelritter freilich, – liebt
              Der Christ das Judenmädchen freilich.","– Hm!
              Was tuts? ",32,"transfer(tempelherr, audience, in_love_with(tempelherr, recha))",false
