begin,end,leftContext,surface,rightContext,entityNum,entityLabel,entityGroup
80297,80331," 
        
          FERNANDO.",Und das Mädchen ist meine Tochter!,"Stella! Er bemerkt erst, daß s",0,"transfer(fernando, stella, child_of(fernando, madame_sommer_bzw_caecilie))",false
56845,56918,Welche Stimme! Welche Gestalt!,"Laut. Madame! Er wendet sich
              ab. – Gott, es ist meine Frau!","– Laut. Verzeihen Sie!
       ",1,"transfer(fernando, audience, identity(""Cäcilie"", madame_sommer_bzw_caecilie))",false
27000,28024,"   
        
          STELLA.","Ich kann sie kaum erwarten. Was das für ein Wünschen, ein Hoffen ist, bis so ein neues
            Kleid ankommt! Stella! du bist ein Kind. Und warum soll ich nicht lieben? – Ich brauche
            viel, viel, um dies Herz auszufüllen! – Viel? Arme Stella? Viel? – Sonst, da er dich
            noch liebte, noch in deinem Schoße lag, füllte sein Blick deine ganze Seele; und – o
            Gott im Himmel! dein Ratschluß ist unerforschlich. Wenn ich von seinen Küssen meine
            Augen zu dir hinauf wendete, mein Herz an dem seinen glühte, und ich mit bebenden Lippen
            seine große Seele in mich trank, und ich dann mit Wonnetränen zu dir hinaufsah, und aus
            vollem Herzen zu dir sprach: Laß uns glücklich, Vater! du hast uns so glücklich gemacht!
            – Es war dein Wille nicht – Sie fällt einen Augenblick in Nachdenken, fährt dann
              schnell auf und druckt ihre Hände ans Herz. Nein, Fernando, nein, das war kein
            Vorwurf!
          Madame Sommer, Lucie kommen.","STELLA.
          Ich habe sie",2,"transfer(stella, audience, identity(""Baronesse"", stella))",false
44224,44399," 
        
          FERNANDO.","Erquickung! Erquickung! – Hier, wo du atmest, schwebt alles in genüglichem, jungem
            Leben. Lieb und bleibende Treue würden hier den ausgedorrten Vagabunden fesseln.","STELLA.
          Schwärmer!
 ",3,"transfer(fernando, stella, in_love_with(fernando, stella))",false
10860,10868,"ERIN.
          Das weiß Gott!",Ihr Herr,"ist vor drei Jahren weg, und h",4,"transfer(postmeisterin, [madame_sommer_bzw_caecilie, lucie, audience], spouses(""Baronesse"", SPOUSE[BARONESSE]))",false
27819,27985,"   – Es war dein Wille nicht –","Sie fällt einen Augenblick in Nachdenken, fährt dann
              schnell auf und druckt ihre Hände ans Herz. Nein, Fernando, nein, das war kein
            Vorwurf!","Madame Sommer, Lucie kommen.
 ",5,"transfer(stella, audience, identity(SPOUSE[STELLA], fernando), uncertain) ",false
24951,24963,"er; und mir ist's nicht bange,",meine Mutter,"zu ernähren.
        
        ",6,"transfer(lucie, fernando, parent_of(PARENT[LUCIE], madame_sommer_bzw_caecilie))",false
37294,37298,"! So groß, denk ich, wär meine",Mina,"! Ich heb es ängstlich liebend",7,"transfer(stella, [audience, madame_sommer_bzw_caecilie, lucie], has_name(CHILD[STELLA], ""Mina""))",false
51742,51847,"
        
          VERWALTER.","Ihre Gemahlin? Ihre Tochter?
        
        
          FERNANDO.
          Ich habe sie nicht gefunden.",Ich traute mich selbst nicht i,8,"transfer(fernando, audience, child_of(CHILD[FERNANDO], fernando))",false
174,181,"    Personen.
          Stella",Cäcilie,", anfangs unter dem Namen Mada",9,"transfer(""Figurentafel"", audience, has_name(madame_sommer_bzw_caecilie, ""Cäcilie""))",false
7365,7392,"     
          POSTMEISTERIN.","Meine Stieftochter, Madame!","aber da sie so brav ist, erset",10,"transfer(postmeisterin, [madame_sommer_bzw_caecilie, audience], step-child_of(annchen, postmeisterin))",false
5572,5583,"ard, durch seinen Geist, durch",seine Liebe,"! –
        
        
        ",11,"transfer(madame_sommer_bzw_caecilie, audience, in_love_with(PARENT[LUCIE], madame_sommer_bzw_caecilie))",false
31634,31683,en Liede seines Herzens war: »,"Stella! Stella! Wie lieb du mir
            bist!","«
        
        
          ",12,"transfer(stella, [audience, lucie, madame_sommer_bzw_caecilie], in_love_with(fernando, stella))",false
55647,55953,"  FERNANDO
          vor sich.","O Gott! und auch ihre Gestalt muß mich an mein Vergehen erinnern! Herz! Unser Herz! o,
            wenn's in dir liegt, so zu fühlen und so zu handeln, warum hast du nicht auch Kraft, dir
            das Geschehene zu verzeihen? – Ein Schatten der Gestalt meiner Frau! – O wo seh ich den
            nicht!","Laut. Madame!
        
       ",13,"transfer(fernando, audience, identity(SPOUSE[FERNANDO], madame_sommer_bzw_caecilie), uncertain)",false
51742,51756,"
        
          VERWALTER.",Ihre Gemahlin?,"Ihre Tochter?
        
       ",14,"transfer(verwalter, audience, spouses(SPOUSE[FERNANDO], fernando))",false
12451,12469,lter Betrübnis genug erfahren.,Sie hatte ein Kind,"; es starb ihr bald;
         ",15,"transfer(postmeisterin, [madame_sommer_bzw_caecilie, lucie, audience], child_of(CHILD[BARONESSE], ""Baronesse""))",false
66522,66538," 
        
          FERNANDO.",O meine Tochter!,"LUCIE.
          Lieber, beste",16,"transfer(fernando, lucie, identity(PARENT[LUCIE], fernando))",false
41445,41552,"     
          MADAME SOMMER.","Der Gemahl – Das Bild – Der Erwartete – Geliebte! – – Das ist mein Gemahl! – Es ist
            dein Vater!","LUCIE.
          Mutter! beste",17,"transfer(madame_sommer_bzw_caecilie, lucie, identity(SPOUSE[STELLA], PARENT[LUCIE]), uncertain)",false
14905,14959,"          Lassen Sie mich nur!","Mein Vater war ein Kaufmann, ist nach Amerika, ist tot","; und
            dadurch sind",18,"transfer(lucie, [postmeisterin, audience], dead(PARENT[LUCIE]))",false
10949,10968,"ichts von ihm.
            Und",sie hat ihn geliebt,über alles. Mein Mann konnte n,19,"transfer(postmeisterin, [madame_sommer_bzw_caecilie, lucie, audience], in_love_with(""Baronesse"", SPOUSE[BARONESSE]))",false
79776,79794,ir alles bist! Stella! – Kalt.,Ich verlasse dich!,"STELLA
          verwirrt läch",20,"transfer(fernando, [stella, audience], !in_love_with(fernando, stella))",false
5218,5228,"e ganz anders war's damals, da",dein Vater,noch mit mir reiste: da wir di,21,"transfer(madame_sommer_bzw_caecilie, audience, parent_of(PARENT[LUCIE], lucie))",false
