begin,end,leftContext,surface,rightContext,entityNum,entityLabel,entityGroup
196011,196051,"    
            GEHEIMER RAT.",Und ihr Vater hat sich ihr nachgestürzt.,"FRITZ.
            So falle de",0,"transfer(geheimer_rat, fritz, dead(major), uncertain)",false
182933,183022,"         
            LÄUFFER.","Laß mich deinen mutwilligen Mund mit meinen Lippen zuschließen! Küßt
                sie.","O Lise! Wenn du wüßtest, wie u",1,"transfer(laeuffer, [lise, audience], in_love_with(laeuffer, lise))",false
7044,7053," ... Läuffer! nicht furchtsam!",Mein Sohn,ist buschscheu genug; wenn der,2,"transfer(majorin, audience, child_of(CHILD[MAJOR], majorin))",false
92080,92099,"   LÄUFFER.
            Mein –",Ich heiße – Mandel.,"WENZESLAUS.
            Herr M",3,"transfer(laeuffer, wenzeslaus, has_name(laeuffer, ""Mandel""))",false
88051,88090,"         
            MAJORIN.",Deine Dochter – Der Hofmeister. – Lauf!,"Fällt in Ohnmacht.
          
",4,"transfer(majorin, [major, geheimer_rat], lovers(laeuffer, gustchen), uncertain)",false
66803,66811,"auch böse wirst, Herrmannchen!",Küßt sie,". O Tod! Tod! warum
          ",5,"transfer(""Kuss"", audience, in_love_with(laeuffer, gustchen))",false
146524,146575,"              vor den Spiegel.",Wie? dies wären nicht meine Züge? Fällt in Ohnmacht,";
                das Kind fän",6,"transfer(laeuffer, audience, parent_of(laeuffer, CHILD[PARENT]), uncertain)",false
192980,192997,"
          
            FRITZ.",Ist Gustchen tot?,"GEHEIMER RAT.
            Holl",7,"transfer(fritz, geheimer_rat, dead(gustchen), uncertain)",false
129098,129115,"
              oder zur Hölle!",Springt ihr nach.,"GEHEIMER RAT
            kommt",8,"transfer(""sich-in-den Teich-werfen"", [audience, gehimer_rat, graf_wermuth], murderer_of(major, major), uncertain)",false
119210,119243,sen treibt mich fort von hier.,"Ich hab einen
              Vater",", der mich mehr liebt als sein",9,"transfer(gustchen, marthe, parent_of(PARENT[GUTSCHEN], gustchen))",false
190118,190237,"         
            LÄUFFER.","Komm zu deinem Vater, Lise! seine Einwilligung noch und ich bin der glücklichste
              Mensch auf dem Erdboden!","Eilfte Szene
          Zu Inst",10,"transfer(laeuffer, audience, engaged(laeuffer, lise))",false
751,766,"he, alte Frau.
          Lise.",Der alte Pätus.,"Der alte Läuffer, Stadtpredige",11,"transfer(""Figurentafel"", audience, parent_of(der_alte_paetus, paetus))",false
139528,139619,ist das auch honett gehandelt?,"Sind mir gestern zum Fenster hineingestiegen, in meiner
              Tochter Schlafkammer.","PÄTUS.
            Was denn, V",12,"transfer(rehaar, [paetus, fritz], lovers(paetus, jungfer_rehaar), uncertain)",false
11820,11876," 
          
            GRAF.","Ich glaube, sein Vater ist der Prediger hier aus dem Ort","...
          
          
    ",13,"transfer(graf_wermuth, majorin, parent_of(pastor, laeuffer), uncertain)",false
145497,145528,"          
            MARTHE.","Weil sie tot ist, das gute Weib",; sonst hätte sie ihr Wort nic,14,"transfer(marthe, [audience, laeuffer], dead(PARENT[CHILD]))",false
128710,128749,"e, ja
              ich komme.",Rafft sich auf und wirft sich in Teich.,Major von weitem. Geheimer Rat,15,"transfer(""sich-in-den Teich-werfen"", [audience, major, geheimer_rat, graf_wermuth], dead(gustchen), uncertain)",false
