begin,end,leftContext,surface,rightContext,entityNum,entityLabel,entityGroup
82906,82921,"! – Camilla! Camilla! Camilla!",Küßt sie heftig,".
          
          
      ",0,"transfer(""Kuss"", camilla, in_love_with(guelfo, camilla))",false
39420,39468,"ein Sohn nicht, grauer Guelfo!","bin dein Sohn nicht,
              sanftes Weib!",Nun dann! ich ziehe mein Schwe,1,"transfer(guelfo, [amalia, alter_guelfo, audience], !parent_of(amalia, guelfo), uncertain)",false
148134,148150," – Verflucht sei er und ihr! –",Ich erschlug ihn,",
              daß ihr ihn mi",2,"transfer(guelfo, [camilla, amalia, alter_guelfo], murderer_of(guelfo, ferdinando))",false
139480,139500,"          Ein düsteres Zimmer.",Ferdinandos Leichnam,"liegt auf einem Bette, Amalia ",3,"transfer(""Ferdinandos Leichnam"", [camilla, amalia, alter_guelfo, audience], dead(ferdinando))",false
7586,7622,"     Guelfo! Guelfo! faß dich!","Camilla, die der rauhe Guelfo liebte",", die der süße,
              ",4,"transfer(grimaldi, audience, in_love_with(guelfo, camilla))",false
175,189," 
        
          Personen.","Guelfo, Vater.","Amalia, Mutter.
          
   ",5,"transfer(""Figurentafel"", audience, parent_of(alter_guelfo, [guelfo, ferdinando]))",false
73747,73776,"d verband's;
              und",ich bekam einen Kuß der Liebe,"und der guten Menschheit. Ja, ",6,"transfer(grimaldi, audience, in_love_with(""Juliette"", grimaldi))",false
43920,43936,r kömmt in einer halben Stunde,mit seiner Braut,"; er gibt sie dir. Guelfo, fre",7,"transfer(alter_guelfo, [guelfo, audience], engaged(ferdinando, camilla))",false
151330,151363,hn! leben im Jammer verwaist –,"Stößt ihn
                nieder.",Ende des fünften Aufzuges,8,"transfer(""Stich"", [audience, amalia, alter_guelfo], dead(guelfo))",false
73803,73910,iebe und der guten Menschheit.,"Ja, meine Juliette! Hier
              war's, wo ich der Liebe weinte; hier ist's, wo ich der Liebe sterbe.","Ha! und war's
              ni",9,"transfer(grimaldi, audience, in_love_with(grimaldi, ""Juliette""))",false
71323,71345,"          dazwischen vor sich.",Er meint meine Tochter,", und hat recht. Wischt sich d",10,"transfer(alter_guelfo, [camilla, audience], child_of(alter_guelfo, DAUGHTER_OF[ALTER_GUELFO]))",false
7624,7695,", die der rauhe Guelfo liebte,","die der süße,
              empfindsame, kluge Ferdinando wegschnappte.","Ein herrliches Geschöpf, die C",11,"transfer(grimaldi, audience, couple(ferdinando, camilla))",false
151330,151363,hn! leben im Jammer verwaist –,"Stößt ihn
                nieder.",Ende des fünften Aufzuges,12,"transfer(alter_guelfo, [amalia, audience], murderer_of(alter_guelfo, guelfo))",false
39380,39419,"       dir ab – schwör dir ab,","ich bin dein Sohn nicht, grauer Guelfo!","bin dein Sohn nicht,
         ",13,"transfer(guelfo, [alter_guelfo, amalia, audience], !parent_of(alter_guelfo, guelfo), uncertain)",false
82994,83010,"A.
            Guelfo! Guelfo!",Lassen Sie mich!,"Heda!
          
          
  ",14,"transfer(camilla, guelfo, !in_love_with(camilla, guelfo))",false
19692,19725,"t mir's.
              Guelfo!",Du bist Ferdinandos Bruder nicht.,Ha! Wie kamst du unter das Ges,15,"transfer(grimaldi, guelfo, !siblings(guelfo, ferdinando), uncertain)",false
200,215,"onen.
          Guelfo, Vater.","Amalia, Mutter.","Ferdinando,
            Guelfo",16,"transfer(""Figurentafel"", audience, parent_of(amalia, [guelfo, ferdinando])) ",false
22543,22613,"        
            GRIMALDI.",Du bist des alten Guelfos Sohn nicht. Du bist außer dem Bette gezeugt.,"Hat er einen
              Zug",17,"transfer(grimaldi, guelfo, !child_of(guelfo, alter_guelfo), uncertain)",false
83934,83977,".
            Glaub ihr nicht!","Ich küßte sie – sieh, da stehn meine Küsse!","Vier Küsse drückt ich
        ",18,"transfer(guelfo, ferdinando, in_love_with(guelfo, camilla))",false
135710,135819,"              war nie so wohl.","Und ich hab ihn doch ermordet, hab ihn erschlagen, als er mir nicht
              geben wollte die Erstgeburt",", als er mir nicht geben wollt",19,"transfer(guelfo, [grimaldi, audience], murderer_of(guelfo, ferdinando))",false
