begin,end,leftContext,surface,rightContext,entityNum,entityLabel,entityGroup
6634,6654," 
        
          Hoffmann.","Nein, ihre Schwester",". Hörtest Du nicht, wie sie mi",0,"transfer(hoffmann, loth, siblings(helene, SPOUSE[HOFFMANN]))",false
8233,8261,"     
        
          Loth.",Fips! Friedrich Hildebrandt.,"Hoffmann.
          I warum ni",1,"transfer(loth, [audience, hoffmann], dead(""Friedrich Hildebrandt""))",false
104916,104981,"n will ich dem Vater erzählen,","daß Du mit Kahl Wilhelm die Nächte ebenso
            verbringst.","Frau Krause
          schlägt ",2,"transfer(helene, [audience, frau_krause, loth, frau_spiller], knowledge(helene, lovers(frau_krause, kahl)))",false
209599,209666,"ck in seine
            Augen.",Es ist also wirklich etwas im Gange zwischen Dir und Helene Krause?,"Loth.
          Ich? – Wer hat",3,"transfer(dr_schimmelpfennig, [audience, loth], knowledge(dr_schimmelpfennig, lovers(loth, helene)))",false
231629,231974,"         Thüre sie offen läßt.","Im nächsten Augenblick stürzt sie heraus mit den Zeichen eines
              wahnsinnigen Schrecks; schreiend dreht sie sich zwei – dreimal um sich selber,
              schreiend jagt sie durch die Mittelthür. Ihr ununterbrochenes Schreien, mit der
              Entfernung immer schwächer werdend, ist noch einige weitere Sekunden vernehmlich.","Man
              hört nun die",4,"transfer(""Reaktion Miele"", audience, murderer_of(helene, helene))",false
1026,1093,"Frau Krause, seine zweite Frau","Helene,
            Martha,
            Krause’s Töchter erster Ehe","Hoffmann, Ingenieur, verheirat",5,"transfer(""Figurentafel"", audience, parent_of(bauer_krause, helene))",false
32248,32298,Ich komme gleich heraus. Loth!,"es ist meine Schwägerin Helene
            Krause!",Und Schwägerin! es ist mein Fr,6,"transfer(hoffmann, loth, sister_in_law(helene, hoffmann))",false
152750,153112,egung. Mühsam hervorstammelnd.,"Auch noch mehr w–ollte ich Ihnen ... Ihnen sagen, nämlich ... näm–lich, daß – ich Sie
            sehr hoch–achte und – verehre – wie ich bis jetzt .... bis jetzt noch – keinen Mann
            ...., daß ich Ihnen – vertraue, – daß ich be–reit bin, das ..... das zu beweisen – daß
            ich – etwas für – Dich, Sie fühle ... Sinkt ohnmächtig in seine Arme.","Loth.
          Helene!
      ",7,"transfer(helene, [audience, loth], in_love_with(helene, loth))",false
104916,104980,"n will ich dem Vater erzählen,","daß Du mit Kahl Wilhelm die Nächte ebenso
            verbringst",".
        
        
          ",8,"transfer(helene, [loth, frau_spiller], lovers(kahl, frau_krause))",false
105191,105340," todtbleich, aber noch fester.","Die Magd bleibt aber doch, sonst ... sonst bring ich’s herum! Mit Kahl
            Wilhelm, Du! Dein Vetter ... mein Bräut’jam ... Ich bring’s herum.","Frau Krause
          mit wank",9,"transfer(helene, loth, nephew_of(kahl, frau_krause))",false
42379,42455,sch Kinder! Fehlt noch Jemand?,"Ach, die Schwiegermama. Miele! bitten Sie Frau
            Krause zu Tische.",Miele ab durch die Mittelthür.,10,"transfer(hoffmann, loth, mother_in_law(frau_krause, hoffmann))",false
227845,227875,"   
        
          Helene.",Mach Dich gefaßt: todtgeboren!,"Hoffmann.
          Jesus Chri",11,"transfer(helene, [audience, hoffmann, loth], dead(CHILD_OF[HOFFMANN]))",false
1170,1205,"nieur, verheirathet mit Martha","Wilhelm Kahl, Neffe der Frau Krause","Frau Spiller, Gesellschafterin",12,"transfer(""Figurentafel"", audience, niece:nephew_of(kahl, frau_krause))",false
112858,112899,"e ehebrecherische Stiefmutter,",die mich an ihren Galan verkuppeln möchte,".. Dieses
            ganze Da",13,"transfer(helene, hoffmann, lovers(kahl, frau_krause))",false
1066,1093,"   Helene,
            Martha,",Krause’s Töchter erster Ehe,"Hoffmann, Ingenieur, verheirat",14,"transfer(""Figurentafel"", audience, stepparent_of(frau_krause, helene))",false
972,1002,"    Krause, Bauerngutsbesitzer","Frau Krause, seine zweite Frau","Helene,
            Martha,
  ",15,"transfer(""Figurentafel"", audience, spouses(bauer_krause, frau_krause))",false
1046,1093,"          
            Helene,","Martha,
            Krause’s Töchter erster Ehe","Hoffmann, Ingenieur, verheirat",16,"transfer(""Figurentafel"", audience, parent_of(bauer_krause, ""Martha""))",false
228904,229431,poar hibsche Tächter dohie hä?,"Helene stößt einen kurzen Schrei aus und rennt wie gejagt nach der Mittelthür.
              Von dort aus entdeckt sie den Brief, welchen Loth auf dem Tisch zurückgelassen. Sie
              stürzt sich darauf, reißt ihn auf und durchfliegt ihn, einzelne Worte aus seinem
              Inhalt laut hervorstoßend: „Unübersteiglich!“ ... „Niemals
              wieder!“ Sie läßt den Brief fallen, wankt. Zu Ende! Rafft
              sich auf, hält sich den Kopf mit beiden Händen, kurz und scharf schreiend.
            Zu En–de!","Stürzt ab durch die Mitte.
   ",17,"transfer(loth, [audience, helene], !in_love_with(loth, helene))",false
130815,130920," 
        
          Hoffmann.","Wenn Du selbst darauf kommst, ja! – Ich dachte in der That an Deine Verlobung mit Anna
            Faber.","Loth.
          Die ging ausei",18,"transfer(hoffmann, [audience, helene], engaged(""Anna Faber"", loth))",false
176214,176334,"     
        
          Loth.","„und werde nur Dich allein Zeit meines Lebens lieben,“ und das ist wahr, so wahr ich
            ein ehrlicher Mann bin.","Helene
          freudig.
    ",19,"transfer(loth, [audience, helene], in_love_with(loth, helene))",false
1115,1159,"   Krause’s Töchter erster Ehe","Hoffmann, Ingenieur, verheirathet mit Martha","Wilhelm Kahl, Neffe der Frau K",20,"transfer(""Figurentafel"", audience, spouses(hoffmann, ""Martha""))",false
231629,231974,"         Thüre sie offen läßt.","Im nächsten Augenblick stürzt sie heraus mit den Zeichen eines
              wahnsinnigen Schrecks; schreiend dreht sie sich zwei – dreimal um sich selber,
              schreiend jagt sie durch die Mittelthür. Ihr ununterbrochenes Schreien, mit der
              Entfernung immer schwächer werdend, ist noch einige weitere Sekunden vernehmlich.","Man
              hört nun die",21,"transfer(""Reaktion Miele"", audience, dead(helene))",false
