begin,end,leftContext,surface,rightContext,entityNum,entityLabel,entityGroup
138723,138860,"  
            MADAME WÖLBING.","Mein Mann, – unfähig ein unthätiges, seinem Kinde zur Last fallendes Leben länger zu
              tragen – fand sein Grab in den Wellen.","AUGUST.
            Entsetzlic",0,"transfer(madame_woelbing, [audience, august], dead(PARENT[ALBERTINE]))",false
206,216,"Buchhändler.
          August,",sein Neffe,".
          Flint, erster Comm",1,"transfer(""Figurentafel"", audience, nephew_of(august, gehrmann))",false
168996,169005,"AUGUST.
            Nun denn –",ich liebe,"!
          
          
      ",2,"transfer(august, [audience, gehrmann], in_love_with(august, LOVER[AUGUST]))",false
2270,2282,".
            Durch den Wucher",ihres Vaters,"erworben.
          
         ",3,"transfer(august, audience, parent_of(PARENT[FIANCÉE[AUGUST]], FIANCÉE[AUGUST]))",false
153508,153539,"del – ich begreife jetzt wohl,",daß mich Herr Flint nicht liebt,".
          
          
      ",4,"transfer(emerike, [audience, kunigunde], !in_love_with(flint, emerike))",false
99714,99854,"          So wissen Sie denn –","der, dem Sie den Auftrag gaben, einen Andern dahin zu bringen,
              daß er Emeriken seine Hand reiche, der liebt das Mädchen selbst",".
          
          
      ",5,"transfer(flint, gehrmann, in_love_with(flint, emerike))",false
147361,147382,"  
            MADAME WÖLBING.",Herrn Gehrmanns Neffe,", der sich für die werdende Sc",6,"transfer(madame_woelbing, albertine, nephew_of(NEPHEW[GEHRMANN], gehrmann))",false
15772,15783,"Rosalia Meyer ihr das Liebste,",ihre Nichte,", anvertraut!
            
   ",7,"transfer(gehrmann, audience, niece_of(emerike, ""Rosalia Meyer""))",false
94910,95019,"          
            EMERIKE","mit einem Blick auf Flint.
            Ach nein! er will mich nicht, und ich werde doch keinen Andern lieben.","GEHRMANN
            zu Flint.",8,"transfer(emerike, gehrmann, in_love_with(emerike, august), missunderstanding)",false
87020,87037,"         
            EMERIKE.",Ich heiße Emerike,"–
          
          
      ",9,"transfer(emerike, flint, has_name(FIANCÉE[AUGUST], ""Emerike""))",false
179944,179979," Treppe begegnet. Voll Freude.","Er
                will mich nicht.","GEHRMANN.
            So?
    ",10,"transfer(emerike, gehrmann, transfer(august, emerike, !in_love_with(august, emerike)))",false
470,482," Wölbing.
          Albertine,",ihre Tochter,".
          Annchen, ein Kind ",11,"transfer(""Figurentafel"", audience, child_of(albertine, madame_woelbing))",false
184164,184172,"erissen, ihre Hand ergreifend.",Er will!,"EMERIKE
            voll Freud",12,"transfer(flint, emerike, in_love_with(flint, emerike))",false
91978,92003,"         
            EMERIKE.",Weil ich ihn nicht liebe.,"FLINT
            schnell ihre",13,"transfer(emerike, flint, !in_love_with(emerike, august))",false
138723,138860,"  
            MADAME WÖLBING.","Mein Mann, – unfähig ein unthätiges, seinem Kinde zur Last fallendes Leben länger zu
              tragen – fand sein Grab in den Wellen.","AUGUST.
            Entsetzlic",14,"transfer(madame_woelbing, [audience, august], murderer_of(PARENT[ALBERTINE], PARENT[ALBERTINE]))",false
99549,99578,"
          
            FLINT.",Auch nicht mit meinem Gefühl.,"GEHRMANN.
            Wie?
   ",15,"transfer(flint, audience, in_love_with(flint, emerike))",false
1759,1777,"        
            GEHRMANN.",Deine Braut kommt.,"AUGUST
            erstaunt.
 ",16,"transfer(gehrmann, audience, engaged(august, FIANCÉE[AUGUST]))",false
199341,199589,"          
            AUGUST.","Noch nie stand ich mit diesem Gefühle der Hingebung vor einem sehenden
              Mädchen, wie ich hier vor der Erblindeten stehe. Voll
                Feuer. Mein Los ist geworfen! Mein Ideal hat Leben. Albertine!
              werden Sie mein?","ALBERTINE
            sehr ers",17,"transfer(august, [madame_woelbing, albertine], in_love_with(august, albertine))",false
5212,5224,bin ich zuvorgekommen. Sie ist,meine Mündel,", du mein Neffe; meine
       ",18,"transfer(gehrmann, audience, identity(FIANCÉE[AUGUST], emerike))",false
180095,180123,"         
            EMERIKE.",Und ich will ihn auch nicht!,"Ach, ich bin so voll Freude!
 ",19,"transfer(emerike, gehrmann, !in_love_with(emerike, august))",false
210247,210253,"e finden. Ja, Mutter! Freunde!",Gatte!,"ich werde sehen, ich
         ",20,"transfer(albertine, [audience, madame_woelbing, gehrmann, august, annchen], engaged(albertine, august))",false
104541,104565,"  
            MADAME WÖLBING.","Eine Tochter, mein Herr.","AUGUST.
            O dann, gl",21,"transfer(madame_woelbing, august, child_of(CHILD[MADAME_WOELBING], madame_woelbing))",false
38469,38482,"
          
            FLINT.",Konrad Flint.,"EMERIKE.
            Konrad –
",22,"transfer(flint, [audience, emerike], has_name(flint, ""Konrad Flint""))",false
