begin,end,leftContext,surface,rightContext,entityNum,entityLabel,entityGroup
6204,6393,"
          
            KÖNIG.","Die Fürstin? Die verehrte, nah verwandte,
              Nur erst verstorbne?
              
            
          
          
            HERZOG.
            
              War die Mutter!","Laß,
              O laß mich ",0,"transfer(herzog, [koenig, audience], parent_of(MOTHER_OF[DAUGHTER_OF[HERZOG]], DAUGHTER_OF[HERZOG]))",false
145241,145275,"     
            GERICHTSRAT.",Ich wage viel! Der Ehstand ist es!,"EUGENIE.
            Wie?
    ",1,"transfer(gerichtsrat, [eugenie, audience], in_love_with(gerichtsrat, eugenie))",false
92493,92582,"        
            SEKRETÄR.","O Jammer! diese grenzenlose Wonne,
              Dies ewig frische Glück verlorst du nun.","HERZOG.
            
         ",2,"transfer(sekretaer, audience, dead(eugenie))",false
154944,154983,"     
            GERICHTSRAT.",Zum ew'gen Bunde siehst du mich bereit.,"HOFMEISTERIN
            zu Eu",3,"transfer(gerichtsrat, hofmeisterin, in_love_with(gerichtsrat, eugenie))",false
156672,156770,"         
            EUGENIE.","Den Schmeichelworten widerspricht mein Herz
              Und widerstrebt euch beiden, ungeduldig.","GERICHTSRAT.
            
    ",4,"transfer(eugenie, hofmeisterin, !in_love_with(eugenie, gerichtsrat))",false
92665,92789,"          
            HERZOG.","Verlor ich's? War es doch im Augenblick
              Vor meiner Seele noch im vollen Glanz.
              Ja, ich verlor's!","du rufst's, Unglücklicher,
   ",5,"knowledge(herzog, dead(eugenie), lie)",false
81744,81780," Stunden kam die Nachricht an,",Eugenie sei tot! Vom Pferd gestürzt!,An eurem Orte sei sie beigeset,6,"transfer(sekretaer, weltgeistlicher, dead(eugenie), uncertain)",false
18892,18971,"gst, so darf ich dir bekennen;","Da du gebietest, darf ich sie vor dich
              Als meine Tochter stellen.","KÖNIG.
            
          ",7,"transfer(herzog, koenig, identity(CHILD_OF[HERZOG], eugenie))",false
16406,16417,"         
            EUGENIE.",Mein Vater!,"HERZOG.
            
         ",8,"transfer(eugenie, audience, identity(CHILD_OF[HERZOG], eugenie))",false
49497,49556,"          Mir auch ein Rätsel,","daß ich noch an dir
              Mit solcher Neigung hänge",", da du mich
              Zum",9,"transfer(hofmeisterin, [sekretaer, audience], in_love_with(hofmeisterin, sekretaer))",false
153247,153404,ch dir. Wie soll ich's nennen?,"Dankbare, schwesterlich entzückte Neigung!
              Ich fühle mich als dein Geschöpf und kann
              Dir leider, wie du wünschest, nicht gehören.","GERICHTSRAT.
            So sc",10,"transfer(eugenie, [gerichtsrat, audience], !in_love_with(eugenie, gerichtsrat))",false
5455,5472,"          
            HERZOG.",Ist eine Tochter.,"KÖNIG.
            
          ",11,"transfer(herzog, [koenig, audience], child_of(herzog, DAUGHTER_OF[HERZOG]))",false
13828,13904,"   
          Vierter Auftritt","Die Vorigen. Eugenie, auf zusammengeflochtenen Ästen für tot hereingetragen.","Herzog. Wundarzt. Gefolge.
   ",12,"transfer(""Körper von Eugenie"", [koenig, graf, herzog, wundarzt], dead(eugenie), uncertain)",false
7130,7204,"
              Vereint in sich","die Nichte, die du mir,
              So ganz erwachsen, zuzuführen denkst",",
              Des Vaters und",13,"transfer(koenig, audience, niece_of(CHILD_OF[HERZOG], koenig))",false
3962,3980,gefühlt? Verkümmerte dir nicht,Dein einz'ger Sohn,"durch rohes, wildes Wesen,
   ",14,"transfer(koenig, audience, child_of(herzog, SON_OF[HERZOG]))",false
51786,51802,"        
            SEKRETÄR.","Geliebte, Teure!","Sprichst du doch so leicht,
  ",15,"transfer(sekretaer, [hofmeisterin, audience], in_love_with(sekretaer, hofmeisterin))",false
61607,61631,"t! du Freundin meines Herzens,",An Mutter Statt Geliebte,", sei gegrüßt.
            
  ",16,"transfer(eugenie, audience, fosterparent_of(hofmeisterin, eugenie))",false
205075,205112,"icht, ich eile, dir zu folgen!",Hier meine Hand: wir gehen zum Altar.,,17,"transfer(eugenie, [gerichtsrat, audience], engaged(eugenie, gerichtsrat))",false
