begin,end,leftContext,surface,rightContext,entityNum,entityLabel,entityGroup
203,212,"ein Magier.
          Ligares,",sein Sohn,".
          Cassandra, Tresasp",0,"transfer(""Figurentafel"", audience, child_of(ligares, magier))",false
42460,42473,"!
            Er hat gesiegt –",sie liebt ihn,"– und er siegt!
            Wa",1,"transfer(ligares, [audience, zeno], in_love_with(ladikae, timandras))",false
21122,21209,"  LADIKÄ
          zu Mandane.","O Himmel! sind das nicht Ligares Augen?
            Mandane sieh! das ist Ligares Mund!",Es hat ein böser Geist des Jün,2,"transfer(""optische Ähnllichkeit Cassandra Ligares"", audience, relatives(cassandra, ligares), uncertain)",false
9493,9696,"O.
          
            Wie?","hast du selbst dir heilig nicht gelobet,
            Der falschen Hoffnung länger nicht zu traun?
            Dich gänzlich von Ladikä abzuwenden,
            Seit du es wissest, daß sie dich verschmäht?","LIGARES.
          
          ",3,"transfer(zeno, audience, in_love_with(ligares, ladikae))",false
46680,46831,"   
        
          LADIKÄ.","Wie darfst du dem Timandras ihn vergleichen,
            Dem holden anmuthsvollen, süßen Freund,
            Ligares, den Entsetzlichsten der Menschen?","Mir schauert, denk' ich seiner",4,"transfer(ladikae, mandane, !in_love_with(ladikae, ligares))",false
73358,73438,"
        
          CASSANDRA.","Ligares, du? erkenne deine Mutter;
            Cassandra bin ich; o verzeihe mir",",
            Verwünsche die n",5,"transfer(cassandra, [audience, ligares], parent_of(cassandra, ligares))",false
224,252,"
          Ligares, sein Sohn.","Cassandra, Tresaspes Wittwe.","Timandras, ihr Sohn.
         ",6,"transfer(""Figurentafel"", audience, widow:er_of(cassandra, ""Tresaspes""))",false
47129,47222,"bte, war ich selbst mir fremd;","Doch in Timandras hab ich mich gefunden,
            Denn meiner Liebe Heimath ist sein Herz.","MANDANE.
          Ich trage M",7,"transfer(ladikae, mandane, in_love_with(ladikae, timandras))",false
69385,69857,"
        
          CASSANDRA.","Ich habe dich, o Fremdling! hier belauschet,
            Und deiner Werte Sinn hat mich gerührt.
            Ja, wunderbar und tief hat's mich ergriffen,
            So unbekannt mir auch dein Schicksal ist.
            Wenn dir der Himmel vieles auch versagte,
            Verschmähe trotzig drum den Antheil nicht,
            Den deine Reden mir so tief erreget –
            Wohl eine kleine Gabe ist's für dich;
            Doch Antheil sollte nie verschmähet werden.","LIGARES.
          
          ",8,"transfer(cassandra, [audience, ligares], transfer(""Ligares Monolog"", cassandra, in_love_with(""Fremdling"", LOVER[FREMDLING])))",false
71906,72218,ch in mein Eigenthum gedrängt.,"Noch mehr: die Mutter selbst hat mich verrathen,
            Verlassend ihren Sohn, als Säugling noch;
            Verrathend ihren Gatten, der sie liebte,
            Hat sie zum fremden Manne sich gewandt.
            Entsetzlich ist mein Schicksal so gewesen;
            Mein Elend ist der Frauen Wankelmuth.","CASSANDRA.
          
        ",9,"transfer(""Biografie Ligares"", cassandra, parent_of(cassandra, ligares), uncertain))",false
31653,31695,"on dem einzgen Sohn verlassen,",Wie einst die Gattinn treulos mich verließ,";
            Es ist ihr Sohn,",10,"transfer(magier, audience, ex-spouses(magier, SPOUSE[MAGIER]))",false
17146,17447,"da ich den Gatten so verrieth,","Da aller heil'gen Pflichten ich vergessend
            Mich in des fremden Mannes Arme warf.
            O Stunde des Entsetzens! aus dem Grabe
            Stehst jeden Tag du drohend vor mir auf
            Und zeigst das Bild Alkmenes mir erzürnet,
            Die Mutter hassend den verlaßnen Sohn.","Timandras kommt.
        
    ",11,"transfer(cassandra, audience, ex-lovers(cassandra, alkmenes), uncertain)",false
9652,9695,"änzlich von Ladikä abzuwenden,","Seit du es wissest, daß sie dich verschmäht","?
          
        
        ",12,"transfer(zeno, audience, !in_love_with(ladikae, ligares))",false
302,316,"s, ihr Sohn.
          Ladikä,",seine Geliebte,".
          Zeno, des Alkmenes",13,"transfer(""Figurentafel"", audience, lovers(timandras, ladikae))",false
31709,31724," Gattinn treulos mich verließ;",Es ist ihr Sohn,", was durft ich von ihm hoffen",14,"transfer(magier, audience, child_of(ligares, SPOUSE[MAGIER]))",false
75367,75461," Mutter hast du heut gefunden,","Ich führe dir noch einen Bruder zu;
            Wie wird sich nicht Timandras deiner freuen. –","LIGARES.
          Timandras, ",15,"transfer(cassandra, ligares, siblings(timandras, ligares))",false
73371,73422,"     
            Ligares, du?","erkenne deine Mutter;
            Cassandra bin ich","; o verzeihe mir,
            ",16,"""Papierkorb"" ",false
73096,73149,"
            Mein Vater starb,","Alkmenes war sein Name,
            Ligares heiß' ich","– aber du erbebst –
          ",17,"transfer(ligares, cassandra, identity(""Fremdling"", ligares))",false
68671,69243,"t, und bleibt im Hintergrunde.","Und diese einzige ist mir versaget,
            Und kein Ersatz, so weit der Himmel reicht.
            Armseligkeit der reichen Schicksals-Mächte,
            Zu dürftig, eines Bettlers heißen Wunsch
            Mit einer Gabe göttlich zu erfüllen!
          
          Pause.
          
            Mögt' ich erstarren wie des Nordens Eis,
            Vom linden Hauch des Lebens unberühret!
            Denn Leben ja ist Lieb', und Lieb' ist Schmerz;
            So ist es schmerzlich leben, und die erste Gabe,
            Die Mitgift in die Sterblichkeit ist Schmerz.",Er will gehen; Cassandra tritt,18,"transfer(""Monolog Fremdling"", cassandra, in_love_with(""Fremdling"", LOVER[FREMDLING]))",false
274,282,"s Wittwe.
          Timandras,",ihr Sohn,".
          Ladikä, seine Geli",19,"transfer(""Figurentafel"", audience, child_of(timandras, cassandra))",false
36029,36097,"        Er kommt nicht – Zeno!","sage meinem Sohne,
            Daß er des Feindes Leben schonen soll","–
            Und sag ihm, daß",20,"transfer(magier, audience, relatives(timandras, ligares), uncertain)",false
11645,11686," o Herr! wie immer abgewiesen.",Mit deinem Feind vermählt sie morgen sich,".
          
        
        ",21,"transfer(bote, [audience, ligares, zeno], engaged(ladikae, timandras))",false
73371,73422,"     
            Ligares, du?","erkenne deine Mutter;
            Cassandra bin ich","; o verzeihe mir,
            ",22,"""Papierkorb"" ",false
61975,62124,"mich, doch höre mich gelassen:","Von Liebe kann die Rede nicht mehr seyn;
             Doch sieh, von Herzen will ich dir begegnen,
            Wie einem Freunde, wenn du ruhig bist.","Sag nicht, daß ich die Treue d",23,"transfer(ladikae, ligares, !in_love_with(ladikae, ligares))",false
22478,22724," Antlitz so verräthrisch noch?","Kann sie in ihm die schlimme That noch lesen,
            Die Reue und Vergangenheit begrub? –
            Hinweg von dem Gedanken des Entsetzens,
            Den krankhaft Reue immer neu erzeugt;
            Warum Vergangnes aus dem Grabe rufen?",Es ruhet besser in Vergessenhe,24,"""Papierkorb"" ",false
39933,40021,erlohr ich die so schöne Zeit?,"Die süße Heimath in Ladikäs Armen
            Vertauscht' ich mit der Wälder Einsamkeit.","Ligares springt auf.
         ",25,"transfer(""Erwähnung Ladikä"", ligares, identity(""Jäger"", timandras))",false
