begin,end,leftContext,surface,rightContext,entityNum,entityLabel,entityGroup
176214,176334,"     
        
          Loth.","„und werde nur Dich allein Zeit meines Lebens lieben,“ und das ist wahr, so wahr ich
            ein ehrlicher Mann bin.","Helene
          freudig.
    ",0,"transfer(loth, [audience, helene], in_love_with(loth, helene))",false
112858,112899,"e ehebrecherische Stiefmutter,",die mich an ihren Galan verkuppeln möchte,".. Dieses
            ganze Da",1,"transfer(helene, hoffmann, lovers(kahl, frau_krause))",false
105191,105340," todtbleich, aber noch fester.","Die Magd bleibt aber doch, sonst ... sonst bring ich’s herum! Mit Kahl
            Wilhelm, Du! Dein Vetter ... mein Bräut’jam ... Ich bring’s herum.","Frau Krause
          mit wank",2,"transfer(helene, loth, nephew_of(kahl, frau_krause))",false
1115,1159,"   Krause’s Töchter erster Ehe","Hoffmann, Ingenieur, verheirathet mit Martha","Wilhelm Kahl, Neffe der Frau K",3,"transfer(""Figurentafel"", audience, spouses(hoffmann, ""Martha""))",false
79901,79927," trägt eine brennende Laterne.","Guda Murja, Voater Beibst.","Beibst
          brummt.
     ",4,"transfer(guste, audience, parent_of(beibst, guste))",false
1046,1093,"          
            Helene,","Martha,
            Krause’s Töchter erster Ehe","Hoffmann, Ingenieur, verheirat",5,"transfer(""Figurentafel"", audience, parent_of(bauer_krause, ""Martha""))",false
104916,104981,"n will ich dem Vater erzählen,","daß Du mit Kahl Wilhelm die Nächte ebenso
            verbringst.","Frau Krause
          schlägt ",6,"transfer(helene, [audience, frau_krause, loth, frau_spiller], knowledge(helene, lovers(frau_krause, kahl)))",false
1026,1093,"Frau Krause, seine zweite Frau","Helene,
            Martha,
            Krause’s Töchter erster Ehe","Hoffmann, Ingenieur, verheirat",7,"transfer(""Figurentafel"", audience, parent_of(bauer_krause, helene))",false
1066,1093,"   Helene,
            Martha,",Krause’s Töchter erster Ehe,"Hoffmann, Ingenieur, verheirat",8,"transfer(""Figurentafel"", audience, stepparent_of(frau_krause, helene))",false
228904,229431,poar hibsche Tächter dohie hä?,"Helene stößt einen kurzen Schrei aus und rennt wie gejagt nach der Mittelthür.
              Von dort aus entdeckt sie den Brief, welchen Loth auf dem Tisch zurückgelassen. Sie
              stürzt sich darauf, reißt ihn auf und durchfliegt ihn, einzelne Worte aus seinem
              Inhalt laut hervorstoßend: „Unübersteiglich!“ ... „Niemals
              wieder!“ Sie läßt den Brief fallen, wankt. Zu Ende! Rafft
              sich auf, hält sich den Kopf mit beiden Händen, kurz und scharf schreiend.
            Zu En–de!","Stürzt ab durch die Mitte.
   ",9,"transfer(loth, [audience, helene], !in_love_with(loth, helene))",false
104916,104980,"n will ich dem Vater erzählen,","daß Du mit Kahl Wilhelm die Nächte ebenso
            verbringst",".
        
        
          ",10,"transfer(helene, [loth, frau_spiller], lovers(kahl, frau_krause))",false
6634,6654," 
        
          Hoffmann.","Nein, ihre Schwester",". Hörtest Du nicht, wie sie mi",11,"transfer(hoffmann, loth, siblings(helene, SPOUSE[HOFFMANN]))",false
