begin,end,leftContext,surface,rightContext,entityNum,entityLabel,entityGroup
206712,206740,"          FRAU VON TIEFENBORN.",Ich heiße Veronika Eustasia.,"NOTARIUS
            schreibt ",0,Papierkorb,false
176012,176041,n's nicht länger verschweigen.,Sie hat sich in mich verliebt,": sie will
              mich ",1,"transfer(herr_von_wagenhals, frau_von_tiefenborn, in_love_with(fraeulein_amalie, herr_von_wagehals))",false
214305,214347,"         HERR VON KALTENBRUNN.",Albanus Basilius Torpetus von Kaltenbrunn.,"NOTARIUS
            schreibt ",2,Papierkorb,false
213620,213670," 
            FRÄULEIN AMALIE.",Ich heiße Euphemia Rebekka Amalia von Kaltenbrunn.,"NOTARIUS
            schreibt ",3,Papierkorb,false
211378,211406,"GENDORF.
            Freilich!",Ich heiße Wunnibald Agathon.,"NOTARIUS
            schreibt ",4,Papierkorb,false
169839,169867,freilich! Ich erbe ja noch von,meiner seligen Mutter Bruder,"einmal alles.
          
     ",5,"transfer(fraeulein_amalie, [herr_von_wagehals, audience], siblings(SIBLING-1[FRAU_VON_TIEFENBORN], SIBLING-2[FRAU_VON_TIEFENBORN]))",false
182032,182043,"GENDORF.
            Freilich,",er hat Frau,"und Kinder.
          
       ",6,Papierkorb,false
263,372,"enborn, eine alte reiche Witwe","Fräulein Karoline,
          Fräulein Amalie,
          Herr von Kaltenbrunn
          ihrer Schwester Kinder","Herr Hauptmann von Wagehals
  ",7,"transfer(""Figurentafel"", audience, siblings(fraeulein_karoline, [fraeulein_amalie, herr_von_kaltenbrunn]))",false
127019,127030,"be ich nunmehro Nachricht, daß",mein Bruder,in einer halben Stunde hier se,8,Papierkorb,false
211698,211725,"            HERR VON WAGEHALS.",Beuterich Putz von Wagehals,", Hauptmann unterm Brichhalsis",9,Papierkorb,false
63772,63786,"  Das ist mir von Herzen leid,",Frau Schwester,": allein, lassen Sie denn auch",10,Papierkorb,false
141838,141860,"
            DR. SCHLAGBALSAM.",Ich heiße Schlagbalsam,mit meinem christlichen Zuname,11,Papierkorb,false
69035,69048,"           So? meinen Sie das,",Herr Schwager,. Ich bin doch aber schon vier,12,"transfer(frau_von_tiefenborn, audience, siblings-in-law(frau_von_tiefenborn, herr_von_ziegendorf))",false
223390,223441,"KAROLINE
            lächelnd.","Ersparen Sie sich die Mühe, mein Herr von Kreuzweg.","Ich habe nur gar zu deutlich
 ",13,"transfer(fraeulein_karoline, [fraeulein_amalie, fraeulein_karoline, herr_von_wagehals, ""Dr. Schlagbalsam"", dr_hippokras, herr_von_kaltenbrunn, herr_von_kreuzweg, herr_von_ziegendorf, notarius], !in_love_with(fraeulein_karoline, herr_von_kreuzweg))",false
