begin,end,leftContext,surface,rightContext,entityNum,entityLabel,entityGroup
23075,23094,".
            Ich bin Bahadar,",eures Feindes Sohn.,"SINO.
          
            O",0,"transfer(udohla, sino, child_of(udohla, ""Bahadar""))",false
3030,3051,"           Die Blutsverwandte,",seine eigne Schwester,"Sich zu vermählen, wider Pflic",1,"transfer(mangu, [sino, audience], siblings(nerissa, sultan))",false
15803,15838,"mir süß;
            Und doch,",ich kann und werd ihn nimmer lieben,Weil meine Seele mich ihn flie,2,"transfer(nerissa, elpa, !in_love_with(nerissa, sultan))",false
10925,10965,"        Mangu und Derwisch ab.","Warum o Schicksal, muß ich diese lieben?",Die Einzige die du mir hast ve,3,"transfer(sultan, audience, in_love_with(sultan, nerissa))",false
30606,30644,"   
        
          UDOHLA.",Die einzge Schwester hat er nie gesehn,Dem Vater haben Räuber sie ent,4,"transfer(udohla, [audience, nerissa], siblings(udohla, SIBLING[UDOHLA]))",false
3850,3894,"die königlichen Freuen wohnen,",Des Sultans Schwester wird des Sultans Weib.,"DERWISCH.
          
         ",5,"transfer(mangu, [derwisch, audience], engaged(nerissa, sultan))",false
20735,20751,"        aufstehend zum Sultan.",Ich heiße Achmed,", bin dein Knecht, gebohren
  ",6,"transfer(udohla, [audience, elpa, sultan, nerissa, mangu, sino], has_name(udohla, ""Achmed""))",false
40457,40496,ultan gänzlich bist verrathen?,"Daß er es weiß, du seyst Bahadars Sohn?","Was du zu fürchten hast, nagst",7,"transfer(sino, udohla, knowledge(sultan, child_of(udohla, ""Bahadar"")))",false
36238,36481,"    
        
          MANGU.","Der Aga hat mir ins Geheim gestanden,
            Daß Todes-Furcht ihn zum Betrug verführt;
            Daß ein geraubtes Mädchen er gezwungen
            Und überredet habe zu dem Schritt,
            Als unsers Sultan Schwester zu erscheinen",";
            Und wie ihn Elpa",8,"transfer(mangu, sino, transfer(""Aga"", mangu, identity(nerissa, ""Geraubtes-Mädchen"")))",false
32214,32251,", so wie er sich dir genennet,","Es ist Bahadars, des Verräthers Sohn.","SULTAN.
          
           ",9,"transfer(mangu, sultan, child_of(udohla, ""Bahadar""))",false
35699,35893," diesen Siegel-Ring und Brief,","Worin Nerissa mir die Königs-Tochter schreibet
            Wie tief sie nun bereue ihre Flucht,
            Wie sie zurück sich zu dem Bruder sehne,
            Wenn er verzeihen könne ihre That",".
            So spricht der B",10,"transfer(mangu, sino, !identity(nerissa, ""Nerissa-Schwster""))",false
13800,13933,"sinken,
            Ihm sagen:","Daß ich nicht Nerissa sey,
            Nicht seine Schwester, daß ich eine Fremde
            An der entflohnen Schwester Stelle sey.",Warum ließ ich zur Lüge mich b,11,"transfer(nerissa, audience, !identity(nerissa, ""Nerissa-Schwester""))",false
13800,13933,"sinken,
            Ihm sagen:","Daß ich nicht Nerissa sey,
            Nicht seine Schwester, daß ich eine Fremde
            An der entflohnen Schwester Stelle sey.",Warum ließ ich zur Lüge mich b,12,"transfer(nerissa, audience, !sibling(nerissa, sultan))",false
45122,45213,merdar durch deine eigne That;,"Des Vaters Blut belastet deine Seele,
            Bahadars Tochter ists, die vor dir steht.","SULTAN.
          O Allah!
   ",13,"transfer(nerissa, [sultan, udohla, audience, mangu, sino], child_of(nerissa, ""Bahadar""))",false
45726,45764,"     
        
          SINO.","Er ist dein Bruder, ist Bahadars Sohn.","Udohla eilt auf sie zu, sie si",14,"transfer(sino, nerissa, child_of(udohla, ""Bahadar""))",false
45530,45562,"ge, daß ich nie erwachen möge!","Ewana, meine Schwester wäre sie?","NERISSA.
          Wie? Hör ic",15,"transfer(udohla, [sultan, audience, mangi, sino], has_name(nerissa, ""Ewana""))",false
23058,23094,"ommen, geh! mich zu verrathen.","Ich bin Bahadar, eures Feindes Sohn.","SINO.
          
            O",16,Papierkorb,false
12425,12516,ewahrte sich mit banger Scheu.,"Mein Lieben wollte ihre Furcht besiegen,
            Doch meine Liebe überwand mich selbst.",Was soll ich nun? Ich kann ihr,17,"transfer(sultan, sino, in_love_with(sultan, nerissa))",false
